hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
36953685349,Oklahoma,CITY,null,Lawton City Council - Ward 4,2025-11-18,2.0200000000,Not on Ballot,null,null
28153517673,Illinois,LOCAL,School Board,River Forest 90 School Board,2025-04-01,1.9300000000,Withdrew,null,null
37474536704,Massachusetts,LOCAL,School Board,Pittsfield School Committee,2025-11-04,3.4100000000,Won General,2937.0000000000,23201.0000000000
25292645995,Virginia,CITY,Town Council,Chase City Town Council,2024-11-05,4.9900000000,Won General,null,null
41308368213,Utah,CITY,City Council,Nibley City Council,2025-11-04,1.3100000000,Lost General,225.0000000000,1147.0000000000
39368993351,Massachusetts,LOCAL,School Board,Leominster School Board - Ward 2,2025-11-04,3.4100000000,Won General,null,null
20430526351,Hawaii,COUNTY,Mayor,Hawaii County Mayor,2024-11-05,0.1900000000,Lost General,459.0000000000,51000.0000000000
30394844417,New Jersey,CITY,null,Jersey City Council - Ward A,2025-11-04,2.2800000000,Not on Ballot,null,null
22497440552,Illinois,COUNTY,County Supervisor,Cook County Board of Review Commissioner - District 3,2024-11-05,null,Lost General,51450.0000000000,272995.0000000000
23227691051,Minnesota,CITY,City Council,Bayport City Council,2024-11-05,2.5000000000,Not on Ballot,null,null
32931971610,Michigan,CITY,City Council,Milan City Council,2025-11-04,1.6500000000,Won General,null,null
38888093807,Ohio,LOCAL,School Board,Olentangy Local School Board,2025-11-04,1.3300000000,Lost General,null,null
34094253109,Ohio,CITY,City Council,Grandview Heights City Council,2025-11-04,3.0700000000,Won General,224.0000000000,588.0000000000
36769452639,Michigan,CITY,City Council,Fraser City Council,2025-11-04,3.3200000000,Won General,1136.0000000000,5821.0000000000
32848745629,Pennsylvania,CITY,Other,Government Study Commission - Hazleton City,2025-11-04,0.7700000000,Lost General,null,null
38790115909,Colorado,LOCAL,School Board,Mancos RE-6 School Board,2025-11-04,1.9800000000,Won General,null,null
36663778309,Montana,CITY,City Council,Billings City Council - Ward 5,2025-11-04,1.4200000000,Lost General,2241.0000000000,5575.0000000000
29992591536,Illinois,CITY,City Council,Yorkville City Council - Ward 2,2025-04-01,4.9900000000,Won General,null,null
23542836057,Idaho,County,School Board,School Board,2024-11-05,null,Won General,192.0000000000,192.0000000000
32056827570,Texas,CITY,City Council,Bellmead City Council - Precinct 1,2025-05-03,1.5000000000,Lost General,2.0000000000,104.0000000000
31442329952,Florida,CITY,City Council,Lake Alfred City Commission - Seat 3,2025-04-01,1.0800000000,Lost General,216.0000000000,1447.0000000000
23427382581,Minnesota,CITY,City Council,Randolph City Council,2024-11-05,2.3800000000,Won General,133.0000000000,405.0000000000
20913768820,Washington,COUNTY,County Supervisor,Douglas County Commission - District 2,2024-11-05,1.1400000000,Lost General,4819.0000000000,15468.0000000000
39211953751,null,Local,County Supervisor,Craig County Board - Simmonsville,2025-11-04,1.2200000000,Won General,null,null
23583145804,Minnesota,LOCAL,School Board,La Crescent-Hokah School Board,2024-11-05,3.4200000000,Won General,2737.0000000000,12496.0000000000
41604756625,Pennsylvania,TOWNSHIP,null,Dauphin County: Lower Paxton Township Supervisor,2025-11-04,null,Lost General,null,null
32341175727,New Jersey,STATE,null,New Jersey Governor,2025-11-04,0.5000000000,Not on Ballot,null,null
35988009839,Washington,CITY,City Council,Yelm City Council - Position 5,2025-11-04,0.9900000000,Lost General,null,null
23356266133,Minnesota,LOCAL,Town Council,Sibley County: Washington Lake Township Supervisor - Seat B,2024-11-05,5.0000000000,Won General,254.0000000000,256.0000000000
38116339119,North Carolina,CITY,Mayor,Manteo Town Mayor,2025-11-04,2.9400000000,Lost General,null,null
41003327903,Iowa,CITY,City Council,Peosta City Council,2025-11-04,2.6100000000,Lost General,null,null
28108460957,Illinois,LOCAL,School Board,Channahon 17 School Board,2025-04-01,2.1000000000,Lost General,366.0000000000,3712.0000000000
38346423352,Georgia,CITY,null,Sky Valley City Mayor,2025-11-04,1.6500000000,Won General,null,null
39419769676,New Mexico,Local,Other,Jal Hospital Board - At Large,2025-11-04,1.0000000000,Won General,null,null
23336461859,Oregon,CITY,Mayor,Wilsonville City Mayor,2024-11-05,1.4800000000,Lost General,3060.0000000000,10342.0000000000
33381155705,Oregon,LOCAL,null,Seal Rock Rural Fire Protection District Board - Position 1,2025-05-20,0.7500000000,Lost General,101.0000000000,809.0000000000
21364875081,South Carolina,LOCAL,School Board,Dorchester 4 School Board - District 1,2024-11-05,2.0200000000,Lost General,243.0000000000,1056.0000000000
23846125580,Kentucky,CITY,City Council,Union City Council,2024-11-05,3.5100000000,Won General,1756.0000000000,9280.0000000000
37490692007,Montana,CITY,Town Council,Hysham Town Council,2025-11-04,3.8100000000,Won General,null,null
35163614897,Washington,CITY,City Council,Orting City Council - Position 2,2025-11-04,1.0300000000,Won General,1355.0000000000,2306.0000000000
39633407804,New Mexico,Local,Judge,Hurley Municipal District Municipal Judge,2025-11-04,1.5200000000,Won General,null,null
40608210039,Colorado,LOCAL,School Board,Summit School Board,2025-11-04,1.8400000000,Lost General,null,null
39974964149,Colorado,LOCAL,School Board,West Grand 1-JT School Board,2025-11-04,3.4200000000,Won General,null,null
39272963143,Texas,CITY,Mayor,Cibolo City Mayor,2025-11-04,1.5900000000,Won General,2588.0000000000,4406.0000000000
32194553118,Montana,LOCAL,School Board,Hamilton School Board,2025-05-06,1.3800000000,Lost General,1410.0000000000,5624.0000000000
38746019237,Virginia,STATE,null,Virginia House of Delegates - District 37,2025-11-04,0.3000000000,Not on Ballot,null,null
25131923877,New Jersey,LOCAL,School Board,Jamesburg Borough School Board,2024-11-05,4.2600000000,Won General,817.0000000000,2160.0000000000
39271264601,New Mexico,LOCAL,School Board,Grants-Cibola School Board - District 3,2025-11-04,0.6600000000,Won General,null,null
42489188129,Iowa,CITY,City Council,Somers City Council,2025-11-04,4.0200000000,Won General,null,null
35498302782,Alabama,CITY,City Council,Selma City Council - District 5,2025-08-26,0.9900000000,Lost General,59.0000000000,610.0000000000
32139257982,Texas,CITY,City Council,Snyder City Council - At Large,2025-05-03,5.0000000000,Won General,null,null
31921878169,Texas,LOCAL,School Board,Blooming Grove Independent School Board,2025-05-03,4.1900000000,Won General,null,null
31861851055,Texas,CITY,City Council,Amarillo City Council - Place 2,2025-05-03,1.6600000000,Runoff,7433.0000000000,16338.0000000000
39580831653,Idaho,LOCAL,Other,Middleton Rural Fire District Commission - Subdistrict 2,2025-11-04,1.2500000000,Lost General,null,null
40782121354,Georgia,null,City Council,"Conyers City Council - District 2, Post 2",2025-11-04,null,Lost General,null,null
23931752846,California,CITY,Mayor,Rialto City Mayor,2024-11-05,1.5800000000,Lost General,1301.0000000000,20897.0000000000
35300677542,Texas,CITY,null,Mesquite City Mayor,2025-11-04,1.8400000000,Not on Ballot,null,null
36291510123,Washington,CITY,Mayor,Okanogan City Mayor,2025-11-04,0.8300000000,Lost General,null,null
32633375545,Oregon,LOCAL,Other,Irrigon Park & Recreation District - Position #4,2025-05-20,5.0000000000,Won General,null,null
23376440340,Minnesota,CITY,City Council,Altura City Council,2024-11-05,2.4800000000,Lost General,81.0000000000,239.0000000000
37333093230,Kansas,LOCAL,Other,Kansas City Kansas Community College Board,2025-11-04,1.5300000000,Won General,null,null
41691611059,Iowa,Local,Other,College School Board - District 2,2025-11-03,null,Won General,null,null
22683233190,Virginia,LOCAL,School Board,Virginia Beach City School Board - At Large,2024-11-05,2.5900000000,Lost General,27502.0000000000,69105.0000000000
31826487859,Florida,CITY,City Council,New Port Richey City Council,2025-04-08,1.4200000000,Won General,397.0000000000,1574.0000000000
39423032616,New Mexico,Local,Town Council,Village Of Willard Councilor At Large,2025-11-03,0.7600000000,Lost General,null,null
32174887521,Massachusetts,LOCAL,Other,Norfolk Town Library Board,2025-05-06,1.4800000000,Not on Ballot,null,null
35271149369,Alabama,CITY,City Council,Anniston City Council - District 2,2025-08-26,1.9300000000,Lost General,147.0000000000,642.0000000000
36659623722,Alabama,CITY,City Council,,2029-08-28,1.7200000000,Won General,null,null
18754411400,North Carolina,CITY,City Council,,2024-11-05,0.9500000000,Lost General,48489.0000000000,342628.0000000000
34797737596,null,CITY,null,Payne Village Council,null,null,Won General,null,null
38748936239,Kansas,LOCAL,null,Sunview Improvement District Board,2025-11-04,2.4900000000,Won General,null,null
38251127209,North Carolina,CITY,Town Council,Whitakers Town Council,2025-11-04,2.5300000000,Won General,null,null
36735101055,Utah,CITY,Town Council,Clarkston Town Council ,2025-11-04,2.8500000000,Won General,233.0000000000,561.0000000000
41081982068,Iowa,CITY,Mayor,Evansdale City Mayor,2025-11-04,null,Lost General,null,null
28707991709,Illinois,LOCAL,School Board,Flossmoor 161 School Board,2025-04-01,3.5200000000,Lost General,1966.0000000000,15281.0000000000
35696099745,Kansas,CITY,Mayor,Kiowa City Mayor,2025-11-04,2.0800000000,Lost General,null,null
34109471382,Ohio,LOCAL,Town Council,Trumbull County: Champion Township Trustee,2025-11-04,3.0600000000,Won General,null,null
41348436277,New Mexico,Local,School Board,Los Lunas Public Schools 86-1 School Board Member Districted,2025-11-03,0.6600000000,Won General,null,null
40247956812,Ohio,CITY,Town Council,Norwich Village Council,2025-11-04,1.4900000000,Won General,null,null
35169661087,Alabama,CITY,City Council,Sylacauga City Council - District 1,2025-08-26,1.9300000000,Lost General,null,null
21653293066,North Carolina,null,null,Tips,2025-10-08,null,Cannot Determine,null,null
37446213966,Montana,CITY,City Council,Great Falls City Commission,2025-11-04,1.8500000000,Won General,null,null
36896814096,Washington,LOCAL,Other,King County Fire Protection District 10 Board - Position 3,2025-11-04,2.7900000000,Won General,null,null
39722081055,Massachusetts,CITY,Mayor,Lawrence City Mayor,2025-11-04,null,Won General,null,null
41629066061,Pennsylvania,STATE,null,Pennsylvania Supreme Court Judge (Retain Dougherty?),2025-11-04,null,Not on Ballot,null,null
41302887451,Ohio,CITY,Town Council,Tiltonsville Village Council,2025-11-04,1.4900000000,Won General,null,null
37363491391,North Carolina,CITY,Town Council,Rich Square Town Council,2025-11-04,3.9600000000,Won General,null,null
37185582181,Washington,LOCAL,Other,Brinnon Water District 2 Board - Position 1,2025-11-04,2.7900000000,Won General,null,null
30082157931,New Hampshire,LOCAL,School Board,Brentwood School Board,2025-03-11,0.3600000000,Not on Ballot,15.0000000000,1006.0000000000
42197841226,Kansas,CITY,City Council,Topeka City Council - District 3,2025-11-04,null,Lost General,364.0000000000,846.0000000000
41159374374,Iowa,CITY,City Council,Winterset City Council - At Large,2025-11-04,3.6700000000,Won General,null,null
25050127026,Minnesota,CITY,City Council,North Oaks City Council,2024-11-05,3.3100000000,Won General,1483.0000000000,4871.0000000000
39427458143,Colorado,LOCAL,School Board,Elizabeth District C-1 School Board,2025-11-04,1.8400000000,Lost General,2081.0000000000,14418.0000000000
33360229533,New Jersey,LOCAL,School Board,Orange City Township School Board,2025-11-04,2.7600000000,Won General,1611.0000000000,11315.0000000000
35499892023,Washington,LOCAL,Other,Chelan County Port Board - District 1,2025-11-04,2.5300000000,Won General,null,null
39273558029,Mississippi,COUNTY,Judge,Rankin County Justice Court Judge - District 3,2025-11-04,null,Lost General,null,null
36688825731,Kansas,LOCAL,School Board,Coffeyville USD 445 School Board,2025-11-04,1.5300000000,Won General,null,null
23098066073,California,LOCAL,Utilities Commissioner,Otay Municipal Water District Board - Division 5,2024-11-05,3.7400000000,Won General,9872.0000000000,16660.0000000000
36546668183,Michigan,CITY,City Council,Pontiac City Council - District 1,2025-11-04,3.5100000000,Won General,null,null
39104726691,California,null,null,NTEU Chapter 111,2025-09-24,null,Cannot Determine,null,null
40789487532,Colorado,Local,School Board,Pueblo County 70 School Board - District 5,2025-11-03,null,Lost General,null,null
29694156679,Wisconsin,LOCAL,School Board,Lake Country School Board,2025-04-01,3.0500000000,Lost General,505.0000000000,2784.0000000000
40591490711,Ohio,TOWNSHIP,Town Council,Lucas County: Richfield Township Trustee,2025-11-04,3.0700000000,Lost General,201.0000000000,883.0000000000
37661012315,North Carolina,CITY,Town Council,Summerfield Town Council,2025-11-04,2.5300000000,Won General,null,null
39419311187,Ohio,CITY,Town Council,Bainbridge Village Council,2025-11-04,null,Won General,null,null
38677143836,Ohio,TOWNSHIP,Town Council,Franklin County: Jackson Township Trustee,2025-11-04,3.0700000000,Won General,5011.0000000000,20797.0000000000
36618341169,Massachusetts,CITY,null,Barnstable Town Council - Precinct 2,2025-11-04,2.1600000000,Won General,null,null
41894600781,Maine,CITY,Town Council,Kittery Town Council,2025-11-04,2.8500000000,Lost General,null,null
30745642383,Florida,CITY,City Council,Deerfield Beach City Commission - District 3,2025-03-11,2.2300000000,Won General,null,null
23575265716,Texas,CITY,Mayor,Wimberley City Mayor,2024-11-05,5.0000000000,Won General,323.0000000000,323.0000000000
22332721996,Michigan,LOCAL,Utilities Commissioner,Macomb County: Chesterfield Township Library Board,2024-11-05,5.0000000000,Won General,9965.0000000000,40095.0000000000
23223322779,Minnesota,LOCAL,School Board,Big Lake School Board,2024-11-05,4.0600000000,Won General,5220.0000000000,13673.0000000000
31381756199,Illinois,LOCAL,Other,Henry County: Weller Township Highway Commissioner,2025-04-01,5.0000000000,Won General,null,null
29846089397,Minnesota,CITY,null,Minneapolis City Council - Ward 10,2025-11-04,2.1700000000,Not on Ballot,null,null
29915057779,Texas,CITY,City Council,Dallas City Council - District 6,2025-05-03,0.9000000000,Lost General,23.0000000000,2106.0000000000
19237083972,Nevada,CITY,City Council,Reno City Council - Ward 1,2024-11-05,1.6700000000,Not on Ballot,null,null
40556519041,Ohio,TOWNSHIP,Town Council,Geauga County: Hambden Township Trustee,2025-11-04,null,Won General,null,null
21820128066,Arizona,CITY,City Council,Yuma City Council,2024-11-05,3.6500000000,Won General,5052.0000000000,21995.0000000000
39362862101,Ohio,TOWNSHIP,Town Council,Medina County: Westfield Township Trustee,2025-11-04,0.9700000000,Won General,480.0000000000,1636.0000000000
21855991174,Florida,CITY,City Council,Deltona City Commission - District 1,2024-11-05,1.3600000000,Lost General,2756.0000000000,5876.0000000000
31017782960,Ohio,CITY,City Council,Mason City Council,2025-11-04,1.5100000000,Won General,3248.0000000000,20915.0000000000
22674687511,New Jersey,LOCAL,School Board,Roselle Park Borough School Board,2024-11-05,1.1800000000,Won General,2106.0000000000,9826.0000000000
32125382312,Massachusetts,CITY,Town Council,Precinct 2 Town Meeting Member,2025-05-06,2.7300000000,Won General,265.0000000000,1790.0000000000
32190191710,Texas,CITY,Town Council,Runge Town Council,2025-05-03,1.4100000000,Won General,65.0000000000,329.0000000000
30542545502,Wisconsin,CITY,Town Council,Village board,2025-04-01,5.0000000000,Won General,null,null
22881895281,Minnesota,LOCAL,School Board,Robbinsdale School Board,2024-11-05,2.6800000000,Won General,12841.0000000000,89594.0000000000
40822283041,Utah,CITY,null,Sandy City Council - District 3,2025-11-04,null,Not on Ballot,null,null
39274372375,Florida,CITY,City Council,Miami Beach City Commission - Group 1,2025-11-04,1.6200000000,Lost General,1785.0000000000,14161.0000000000
34106117276,Mississippi,CITY,City Council,Laurel City Council - Ward 3,2025-06-03,1.8200000000,Won General,372.0000000000,563.0000000000
39278930463,Colorado,CITY,City Council,Greenwood Village City Council - District 4,2025-11-04,1.2000000000,Lost General,440.0000000000,1389.0000000000
31508226574,Wisconsin,LOCAL,Clerk/Treasurer,Marathon County: Texas Town Treasurer,2025-04-01,3.6000000000,Won General,397.0000000000,793.0000000000
39351625646,New Mexico,LOCAL,School Board,Las Cruces School Board - District 2,2025-11-04,0.6600000000,Lost General,null,null
37672029828,null,null,null,null,null,null,Won General,null,null
31665097384,New York,LOCAL,School Board,Gates-Chili School Board,2025-05-20,5.0000000000,Won General,511.0000000000,1497.0000000000
38493486609,Ohio,LOCAL,null,Fostoria City School Board,2025-11-04,1.4100000000,Won General,null,null
31787052057,Pennsylvania,LOCAL,School Board,Crestwood School Board,2025-11-04,0.6500000000,Won General,null,null
25001704043,Minnesota,CITY,City Council,Morristown City Council,2024-11-05,3.6400000000,Lost General,204.0000000000,930.0000000000
41387126969,New York,TOWNSHIP,null,Mendon Town Clerk,2025-11-04,null,Won General,null,null
38500475542,New York,CITY,null,New York City Public Advocate,2025-11-04,1.2300000000,Not on Ballot,null,null
31971775041,New York,LOCAL,null,Greece Town Supervisor,2025-11-04,1.0900000000,Lost General,null,null
38670383984,Montana,CITY,Town Council,Flaxville Town Council - Ward 1,2025-11-04,1.4200000000,Won General,null,null
32511760790,Texas,LOCAL,School Board,Eanes Independent School Board - Place 6,2025-05-03,1.5900000000,Not on Ballot,2084.0000000000,4531.0000000000
23803212617,Minnesota,LOCAL,School Board,Ashby School Board,2024-11-05,2.5100000000,Lost General,431.0000000000,2528.0000000000
23623830595,California,LOCAL,School Board,Tracy Unified School Board - Area 1,2024-11-05,4.9900000000,Won General,null,null
38807881260,Ohio,LOCAL,Other,Chillicothe Csd (3 Seats),2025-11-04,1.2300000000,Not on Ballot,null,null
19588048196,Pennsylvania,CITY,City Council,Sharon Hill Borough Council,2025-11-04,0.5500000000,Not on Ballot,null,null
29671420802,Michigan,CITY,City Council,Pontiac City Council - District 3,2025-11-04,2.1800000000,Lost General,null,null
21285205836,Alaska,STATE,State House,Alaska House of Representatives - District 5,2024-11-05,0.4000000000,Lost General,1104.0000000000,4865.0000000000
32846498689,null,CITY,Other,Government Study Commission - Hazleton,2025-05-20,0.5600000000,Won General,null,null
29806061959,Wisconsin,County,Judge,Judge,2025-04-01,4.9900000000,Won General,null,null
37046965080,Massachusetts,CITY,City Council,Somerville City Council - Ward 2,2025-11-04,3.1500000000,Won General,null,null
39830876297,Idaho,LOCAL,School Board,Pocatello School Board - Zone 1,2025-11-04,2.6400000000,Won General,null,null
22122952972,Michigan,STATE,Judge,Appellate Court Judge - District 2,2024-11-05,2.5800000000,Lost General,248349.0000000000,526039.0000000000
23604738055,Kentucky,CITY,City Council,Stamping Ground City Council,2024-11-05,2.6100000000,Won General,130.0000000000,491.0000000000
36096018451,Pennsylvania,LOCAL,School Board,Karns City Area School Board,2025-11-04,0.6800000000,Lost General,866.0000000000,8891.0000000000
35908777494,Washington,LOCAL,School Board,Lopez Island District 144 School Board - Position 1,2025-11-04,2.6700000000,Won General,null,null
22731252824,Minnesota,LOCAL,School Board,Waconia School Board,2024-11-05,1.9200000000,Won General,3701.0000000000,26567.0000000000
40342491166,Connecticut,CITY,Town Council,Groton Town Council,2025-11-04,0.7800000000,Lost General,1589.0000000000,47212.0000000000
22107654455,California,CITY,City Council,Huntington Beach City Council,2024-11-05,0.9900000000,Lost General,9338.0000000000,251927.0000000000
19740552448,Missouri,LOCAL,School Board,Independence School Board,2024-04-02,2.1800000000,Lost General,2134.0000000000,37152.0000000000
22086286229,Arizona,CITY,Town Council,Miami Town Council,2024-11-05,3.5400000000,Lost General,null,null
35708529937,Ohio,LOCAL,School Board,Copley-Fairlawn City School Board,2025-11-04,1.3300000000,Not on Ballot,null,null
38684878138,Michigan,Local,null,Whitehall Council Member,2025-11-04,4.1800000000,Won General,null,null
33023624306,Oregon,LOCAL,School Board,Yoncalla 32 School Board - Seat 1,2025-05-20,4.9900000000,Won General,null,null
30152801591,Washington,CITY,City Council,Woodinville City Council - Position 5,2025-11-04,4.9900000000,Won General,2739.0000000000,4162.0000000000
36897708964,Alabama,CITY,City Council,Prichard City Council - District 1,2025-08-26,3.3100000000,Won General,null,null
31648852365,New York,LOCAL,School Board,School Board,2025-05-20,2.1100000000,Lost General,null,null
23722033840,California,CITY,Clerk/Treasurer,Parlier City Treasurer,2024-11-05,2.3600000000,Won General,746.0000000000,1366.0000000000
22532806485,Virginia,CITY,Mayor,Elkton Town Mayor,2024-11-05,1.4300000000,Lost General,null,null
38499215289,Ohio,TOWNSHIP,Town Council,Delaware County: Orange Township Trustee,2025-11-04,3.0700000000,Won General,null,null
36267277168,Idaho,CITY,City Council,Pocatello City Council - Seat 4,2025-11-04,1.0600000000,Not on Ballot,null,null
21979625876,Michigan,CITY,City Council,Montrose City Council,2024-11-05,2.1200000000,Lost General,250.0000000000,1709.0000000000
30356036949,Texas,CITY,Mayor,Pampa City Mayor,2025-05-03,1.1800000000,Lost General,61.0000000000,1632.0000000000
25292963456,Minnesota,CITY,City Council,Nelson City Council,2024-11-05,3.2500000000,Won General,45.0000000000,138.0000000000
22676837506,North Carolina,LOCAL,School Board,Hertford County School Board,2024-11-05,2.3300000000,Lost General,2308.0000000000,15015.0000000000
36258730384,Washington,CITY,City Council,Spokane Valley City Council - Position 1,2025-11-04,2.3900000000,Lost General,null,null
31093436037,Alabama,CITY,City Council,Birmingham City Council - District 6,2025-08-26,4.9700000000,Lost General,561.0000000000,3166.0000000000
23570688897,Minnesota,CITY,City Council,Lewisville City Council,2024-11-05,4.9900000000,Won General,657.0000000000,93.0000000000
35252658356,Washington,CITY,City Council,Port Angeles City Council - Position 2,2025-11-04,2.3900000000,Won General,null,null
32313337181,Oregon,LOCAL,Other,White River Health District Board - Position 5,2025-05-20,4.9900000000,Won General,null,null
37447792649,North Carolina,CITY,Town Council,Midland Town Council,2025-11-04,2.5300000000,Won General,null,null
21979574105,Florida,LOCAL,School Board,Seminole County School Board - District 3,2024-11-05,0.9000000000,Lost General,16047.0000000000,58198.0000000000
31743587088,Missouri,LOCAL,School Board,Wellsville-Middletown R-1 School Board,2025-04-08,2.6800000000,Lost General,2.0000000000,11.0000000000
22333786727,New Jersey,FEDERAL,Congressional,U.S. House of Representatives - New Jersey 5th Congressional District,2024-11-05,0.1100000000,Lost General,3270.0000000000,373983.0000000000
38726734638,Ohio,TOWNSHIP,Town Council,Fulton County: Clinton Township Trustee,2025-11-04,2.5900000000,Won General,null,null
40565356944,Idaho,Local,Other,Dry Creek Cemetery District Commissioner Sub-District 2,2025-11-04,null,Won General,null,null
17682888473,North Carolina,State,State House,State House of Representatives,2024-11-05,0.1400000000,Not on Ballot,null,null
23297106322,California,CITY,Clerk/Treasurer,Huntington Beach City Clerk,2024-11-05,1.7600000000,Lost General,32403.0000000000,77917.0000000000
22342213257,Texas,STATE,School Board,Baytown School Board Trustee,2025-05-10,3.0500000000,Won General,null,null
19742174580,Maryland,LOCAL,School Board,Howard County Public School Board - District 2,2024-11-05,1.8300000000,Lost General,8107.0000000000,25780.0000000000
23443664136,Virginia,County,County Supervisor,County Supervisor,2024-11-05,null,Lost General,273.0000000000,1684.0000000000
23829046452,Florida,CITY,City Council,Palm Bay City Council - Seat 3,2024-11-05,1.5100000000,Won General,null,55350.0000000000
38693003866,Ohio,LOCAL,School Board,Cardington-Lincoln Local School Board,2025-11-04,2.8800000000,Won General,null,null
39087948110,Ohio,CITY,Town Council,Sardinia Village Council,2025-11-04,1.4900000000,Won General,null,null
21341594728,Indiana,STATE,Congressional,Indiana Secretary of State,2026-11-03,0.2100000000,Lost General,9521.0000000000,357982.0000000000
23550606989,California,LOCAL,School Board,Heber Elementary School Board,2024-11-05,2.6100000000,Lost General,317.0000000000,1202.0000000000
36258658419,Washington,CITY,City Council,Spokane Valley City Council - Position 4,2025-11-04,2.7400000000,Won General,14482.0000000000,21275.0000000000
25139933254,Michigan,LOCAL,School Board,Constantine Public School Board,2024-11-05,3.4200000000,Lost General,676.0000000000,2510.0000000000
29885793841,Illinois,LOCAL,School Board,Flossmoor 161 School Board,2025-04-01,1.5200000000,Won General,2732.0000000000,15281.0000000000
32620493464,Texas,CITY,City Council,Oak Ridge North City Council - Position 2,2025-05-03,5.0000000000,Won General,null,null
23717058707,Oregon,CITY,Mayor,Klamath Falls City Mayor,2024-11-05,1.9300000000,Lost General,3000.0000000000,6920.0000000000
33383573324,Mississippi,Local,Alderman,Duck Hill Alderman,2025-06-03,3.5300000000,Won General,129.0000000000,884.0000000000
41219853731,New Jersey,Local,School Board,Willingboro Township School Board,2025-11-04,2.7800000000,Won General,null,null
23656111907,Iowa,COUNTY,Utilities Commissioner,Story County Agricultural Extension Council,2024-11-05,4.6900000000,Lost General,13935.0000000000,30578.0000000000
23625475134,Minnesota,LOCAL,School Board,Fosston School Board,2024-11-05,5.0000000000,Won General,1252.0000000000,5024.0000000000
38162488591,Ohio,TOWNSHIP,Town Council,Warren County: Franklin Township Trustee,2025-11-04,3.0700000000,Won General,null,null
38794077207,Pennsylvania,COUNTY,County Supervisor,Delaware County Council,2025-11-04,null,Not on Ballot,null,null
22089864049,Hawaii,STATE,State House,Hawaii House of Representatives - District 48,2024-11-05,0.1300000000,Lost General,1787.0000000000,10349.0000000000
36028874411,Kansas,Local,School Board,Central Heights USD 288 School Board - District 3 (At Large),2025-11-04,1.4100000000,Lost General,null,null
37401400733,Pennsylvania,LOCAL,null,Indiana Area School Board,2025-11-04,0.6500000000,Not on Ballot,null,null
20126377345,New Jersey,Local,Mayor,Essex County: Bloomfield Township Mayor,2025-11-04,null,Not on Ballot,null,null
39168088443,Ohio,LOCAL,School Board,Twinsburg City School Board,2025-11-04,1.3300000000,Lost General,null,null
33266837173,Maine,CITY,null,Veazie Town Council,2025-06-10,3.0600000000,Cannot Determine,null,null
22509186732,New Jersey,FEDERAL,Congressional,U.S. House of Representatives - New Jersey 10th Congressional District,2024-11-05,0.1900000000,Lost General,3001.0000000000,234196.0000000000
23800069965,California,CITY,City Council,Perris City Council,2024-11-05,3.8000000000,Won General,2861.0000000000,2861.0000000000
39105562010,Georgia,CITY,Mayor,McDonough City Mayor,2025-11-04,null,Lost General,null,null
38588965299,Colorado,CITY,City Council,Castle Pines City Council - Ward 2,2025-11-04,2.7000000000,Won General,1081.0000000000,2130.0000000000
40256260773,Ohio,Local,School Board,Eastwood Local School Board,2025-11-04,2.8800000000,Won General,null,null
31928292451,Texas,LOCAL,School Board,Winona Independent School Board - Place 7,2025-05-03,2.9100000000,Won General,140.0000000000,272.0000000000
38587784806,Alabama,CITY,City Council,Fairfield City Council President,2025-08-26,1.9300000000,Won General,null,null
38670075820,Michigan,CITY,City Council,Manchester City Council,2025-11-04,1.9300000000,Won General,null,null
35452313525,Massachusetts,LOCAL,School Board,Newton School Committee - Ward 1,2025-11-04,1.9900000000,Lost General,null,null
25091574609,Georgia,COUNTY,Other,Terrell County Coroner,2024-11-05,5.0000000000,Won General,1654.0000000000,1654.0000000000
38749256572,South Carolina,CITY,null,Myrtle Beach City Council,2025-11-04,2.4800000000,Not on Ballot,null,null
31201179707,Illinois,CITY,null,Burnham Village Council,2025-04-01,3.0100000000,Lost General,312.0000000000,1892.0000000000
21647819927,Minnesota,CITY,City Council,St. Cloud City Council - At Large,2024-11-05,3.2500000000,Lost General,11468.0000000000,67349.0000000000
42469980457,Pennsylvania,TOWNSHIP,null,Luzerne County: Dallas Township Supervisor,2025-11-04,null,Lost General,null,null
30182840379,New York,CITY,null,New York City Council - District 39,2025-11-04,1.1400000000,Not on Ballot,null,null
23110768646,Minnesota,CITY,City Council,Geneva City Council,2024-11-05,2.1100000000,Won General,154.0000000000,525.0000000000
38490776955,Alabama,CITY,Mayor,Clay City Mayor,2025-08-26,1.3100000000,Won General,541.0000000000,1048.0000000000
25105378638,New Jersey,LOCAL,School Board,North Arlington Borough School Board,2024-11-05,5.0000000000,Won General,5281.0000000000,5281.0000000000
38890574697,Minnesota,CITY,City Council,Lino Lakes City Council,2025-11-04,2.4100000000,Lost General,null,null
23399947016,Minnesota,LOCAL,School Board,Wheaton Area School Board,2024-11-05,3.7300000000,Won General,497.0000000000,2873.0000000000
22287109171,North Carolina,Local,Utilities Commissioner,Whittier Sanitary District Board,2024-11-05,null,Won General,53.0000000000,146.0000000000
31370981930,Wisconsin,LOCAL,City Council,Washington County: Farmington Town Chair,2025-04-01,3.6000000000,Won General,1198.0000000000,1684.0000000000
38991105807,South Carolina,CITY,null,Simpsonville City Council - Ward 6,2025-11-04,0.9000000000,Lost General,null,null
