hubspot_id,election_date,state,office_level,office_type,n_outreach_rows,viability_score_mean,viability_score_max,latest_outreach,Win,most_common_outreach_type
23256625044,2024-11-05,Michigan,COUNTY,Clerk/Treasurer,1,3.18000000000000,3.1800000000,null,1,null
19043718514,2024-11-05,California,COUNTY,County Supervisor,1,1.53000000000000,1.5300000000,null,0,null
37411345037,2025-11-04,Georgia,COUNTY,Mayor,1,null,null,null,0,null
37988776268,2025-11-04,Florida,CITY,null,1,1.82000000000000,1.8200000000,null,0,null
30794002074,2025-04-01,Texas,local,School Board,1,null,null,null,1,null
31961515939,2025-05-03,Texas,CITY,City Council,1,5.00000000000000,5.0000000000,null,1,null
31657011508,2025-04-08,null,LOCAL,School Board,1,1.74000000000000,1.7400000000,null,1,null
21649521435,2024-11-05,Arizona,LOCAL,School Board,1,2.70000000000000,2.7000000000,null,0,null
34823398205,2025-11-04,Kansas,CITY,City Council,1,2.84000000000000,2.8400000000,null,1,null
38500294545,2025-11-04,Mississippi,LOCAL,null,1,2.10000000000000,2.1000000000,null,0,null
32125853784,2025-05-13,Massachusetts,CITY,Other,1,4.98000000000000,4.9800000000,null,1,null
31885343349,2025-05-03,Texas,LOCAL,School Board,1,1.61000000000000,1.6100000000,null,0,null
41195226438,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,0,null
37253999127,2025-11-04,Idaho,null,Other,1,null,null,null,0,null
40974029376,2025-11-04,Washington,CITY,City Council,1,2.39000000000000,2.3900000000,null,0,null
32800074534,2025-05-20,Arkansas,LOCAL,School Board,1,1.58000000000000,1.5800000000,null,1,null
33761914889,2025-11-04,Iowa,LOCAL,School Board,1,4.18000000000000,4.1800000000,null,1,null
30545413937,2025-11-04,Pennsylvania,CITY,null,1,0.55000000000000,0.5500000000,null,1,null
35579973252,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
23296337769,2024-11-05,South Carolina,LOCAL,Utilities Commissioner,1,4.03000000000000,4.0300000000,null,1,null
21488672521,2025-06-03,Mississippi,CITY,null,1,1.12000000000000,1.1200000000,null,1,null
38283856760,2025-11-04,Iowa,CITY,null,1,2.16000000000000,2.1600000000,null,0,null
38593061792,2025-11-04,South Carolina,CITY,City Council,5,0.90000000000000,0.9000000000,2025-11-03T05:00:00.000,0,text
28906234714,2025-04-01,Oklahoma,LOCAL,School Board,1,4.98000000000000,4.9800000000,null,1,null
36332527274,2025-11-04,Kansas,LOCAL,School Board,1,1.53000000000000,1.5300000000,null,1,null
19824330621,2024-11-05,Florida,FEDERAL,Congressional,1,0.04000000000000,0.0400000000,null,0,null
23272457244,2024-11-05,Arkansas,CITY,Mayor,1,1.28000000000000,1.2800000000,null,0,null
31797674930,2025-05-03,Texas,CITY,City Council,1,2.40000000000000,2.4000000000,null,1,null
34988956936,2025-11-04,Virginia,LOCAL,School Board,1,3.71000000000000,3.7100000000,null,0,null
30899339034,2025-04-01,Wisconsin,LOCAL,School Board,1,2.34000000000000,2.3400000000,null,0,null
38668534049,2025-11-04,New York,CITY,Mayor,1,0.48000000000000,0.4800000000,null,0,null
39277762140,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,1,null
30204959491,2025-05-03,Texas,CITY,Mayor,1,0.31000000000000,0.3100000000,null,0,null
22397267265,2024-11-05,Rhode Island,LOCAL,School Board,1,2.44000000000000,2.4400000000,null,1,null
32457538194,2025-05-13,Massachusetts,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
23210261774,2024-11-05,Minnesota,CITY,Mayor,1,5.00000000000000,5.0000000000,null,1,null
35484265025,2025-11-04,New York,CITY,null,1,1.53000000000000,1.5300000000,null,0,null
21645833801,2024-11-05,Minnesota,CITY,City Council,1,4.00000000000000,4.0000000000,null,1,null
38593184399,2025-11-04,North Carolina,Local,Other,1,3.60000000000000,3.6000000000,null,1,null
36653134713,2025-11-04,Ohio,CITY,City Council,1,1.22000000000000,1.2200000000,null,0,null
23133800011,2024-11-05,Minnesota,LOCAL,Town Council,1,2.71000000000000,2.7100000000,null,0,null
34779260241,2025-11-04,Ohio,CITY,City Council,1,1.44000000000000,1.4400000000,null,1,null
36385875729,2025-11-04,Iowa,CITY,Mayor,1,2.16000000000000,2.1600000000,null,0,null
36332225463,2025-11-04,Iowa,CITY,City Council,1,2.40000000000000,2.4000000000,null,0,null
20596558091,2025-11-04,Texas,CITY,City Council,1,2.06000000000000,2.0600000000,null,0,null
34628797510,2025-11-04,New Jersey,LOCAL,School Board,1,3.48000000000000,3.4800000000,null,0,null
31399904147,2025-04-22,Florida,null,Other,1,0.86000000000000,0.8600000000,null,0,null
32791482926,2025-05-19,Massachusetts,LOCAL,School Board,1,3.42000000000000,3.4200000000,null,1,null
31477042699,2025-04-01,Illinois,LOCAL,Town Council,1,5.00000000000000,5.0000000000,null,1,null
22376413845,2024-11-05,Minnesota,CITY,Mayor,1,1.68000000000000,1.6800000000,null,0,null
39522971558,2025-11-04,Washington,LOCAL,Other,1,1.27000000000000,1.2700000000,null,0,null
38699458330,2025-11-04,Connecticut,CITY,null,1,0.73000000000000,0.7300000000,null,1,null
30544832369,2025-04-01,Illinois,CITY,Mayor,1,1.67000000000000,1.6700000000,null,0,null
22974028860,2024-11-05,Rhode Island,LOCAL,Utilities Commissioner,1,4.99000000000000,4.9900000000,null,1,null
30908169892,2025-05-20,Oregon,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
19269227267,2024-11-05,Texas,FEDERAL,Congressional,1,0.18000000000000,0.1800000000,null,0,null
38408850583,2025-11-04,Colorado,CITY,City Council,1,1.33000000000000,1.3300000000,null,0,null
23208081252,2024-11-05,Minnesota,CITY,City Council,1,4.99000000000000,4.9900000000,null,1,null
38286124365,2025-11-04,Kansas,LOCAL,School Board,1,3.11000000000000,3.1100000000,null,1,null
39083035518,2025-11-04,Texas,CITY,City Council,1,null,null,null,0,null
38682228600,2025-11-04,North Carolina,CITY,City Council,1,2.06000000000000,2.0600000000,null,1,null
22371212872,2025-11-04,Ohio,CITY,null,1,0.76000000000000,0.7600000000,null,0,null
21494878128,2024-11-05,Utah,LOCAL,School Board,1,1.71000000000000,1.7100000000,null,0,null
38586258449,2025-11-04,North Carolina,CITY,Mayor,1,1.15000000000000,1.1500000000,null,0,null
34172728901,2025-11-04,Ohio,LOCAL,School Board,1,0.87000000000000,0.8700000000,null,0,null
23105578159,2024-11-05,California,LOCAL,Utilities Commissioner,1,2.70000000000000,2.7000000000,null,0,null
35253846905,2025-11-04,New York,CITY,Mayor,1,2.26000000000000,2.2600000000,null,0,null
40788698914,2026-12-01,Georgia,CITY,County Supervisor,1,2.26000000000000,2.2600000000,null,0,null
36901214059,2025-08-07,Tennessee,CITY,Town Council,1,2.82000000000000,2.8200000000,null,1,null
30196676242,2025-04-08,Missouri,CITY,Town Council,1,2.87000000000000,2.8700000000,null,1,null
33836042265,2025-11-04,Pennsylvania,CITY,City Council,1,1.35000000000000,1.3500000000,null,0,null
31186466212,2025-11-04,Kansas,null,City Council,1,1.49000000000000,1.4900000000,null,0,null
23656111907,2024-11-05,Iowa,COUNTY,Utilities Commissioner,1,4.69000000000000,4.6900000000,null,0,null
33762072169,2025-06-03,Mississippi,CITY,City Council,1,1.05000000000000,1.0500000000,null,0,null
23975397236,2024-11-05,California,LOCAL,School Board,1,2.52000000000000,2.5200000000,null,0,null
42065963279,2025-11-04,Iowa,CITY,City Council,1,2.12000000000000,2.1200000000,null,1,null
31879380370,2025-11-04,Michigan,CITY,null,1,2.68000000000000,2.6800000000,null,0,null
31888047780,2025-05-03,Texas,LOCAL,City Council,1,1.77000000000000,1.7700000000,null,0,null
29509838004,2025-04-01,Illinois,LOCAL,School Board,1,3.24000000000000,3.2400000000,null,1,null
23539963495,2024-12-07,Louisiana,CITY,Town Council,1,0.51000000000000,0.5100000000,null,0,null
28960608399,2025-04-01,Wisconsin,CITY,Mayor,1,1.31000000000000,1.3100000000,null,1,null
31042336065,2025-04-01,Illinois,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
38115676698,2025-11-04,North Carolina,CITY,Mayor,1,1.38000000000000,1.3800000000,null,1,null
23612051984,2024-11-05,California,LOCAL,Utilities Commissioner,1,1.06000000000000,1.0600000000,null,0,null
23381949361,2024-11-05,California,CITY,City Council,1,2.30000000000000,2.3000000000,null,0,null
22722459656,2024-11-05,Indiana,LOCAL,School Board,1,3.31000000000000,3.3100000000,null,1,null
38115100002,2025-11-04,Virginia,COUNTY,Clerk/Treasurer,1,2.10000000000000,2.1000000000,null,0,null
30726836868,2025-04-01,Illinois,CITY,Town Council,1,2.83000000000000,2.8300000000,null,1,null
38795101995,2025-11-04,Ohio,CITY,Mayor,1,0.68000000000000,0.6800000000,null,0,null
37650789478,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,0,null
22412583429,2024-11-05,Minnesota,CITY,City Council,1,3.69000000000000,3.6900000000,null,1,null
22737555351,2024-11-05,Florida,CITY,City Council,1,0.83000000000000,0.8300000000,null,0,null
22245747891,2024-11-05,Nebraska,REGIONAL,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
22514296403,2024-11-05,North Carolina,Local,City Council,1,null,null,null,1,null
23808078901,2024-11-05,Minnesota,CITY,City Council,1,2.57000000000000,2.5700000000,null,1,null
22856620841,2024-11-05,California,LOCAL,School Board,1,3.35000000000000,3.3500000000,null,0,null
37590101569,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
33261727805,2026-05-26,Arkansas,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
23223322779,2024-11-05,Minnesota,LOCAL,School Board,1,4.06000000000000,4.0600000000,null,1,null
22445924630,2024-11-05,Minnesota,County,County Supervisor,1,4.99000000000000,4.9900000000,null,1,null
32218179461,2025-11-04,Pennsylvania,CITY,null,1,0.55000000000000,0.5500000000,null,1,null
40594833581,2025-11-04,Texas,CITY,City Council,1,null,null,null,0,null
38634446175,2025-11-04,Massachusetts,CITY,Mayor,1,1.55000000000000,1.5500000000,null,0,null
31467532635,2025-04-01,Illinois,CITY,Mayor,1,5.00000000000000,5.0000000000,null,1,null
26315471515,2024-12-14,Texas,Local,null,1,null,null,null,0,null
22800628296,2024-11-05,California,LOCAL,Utilities Commissioner,1,null,null,null,1,null
33371263756,2025-05-20,Oregon,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
28405892392,2025-04-01,Illinois,LOCAL,School Board,1,4.66000000000000,4.6600000000,null,0,null
33794118027,2025-11-04,Georgia,CITY,City Council,1,3.25000000000000,3.2500000000,null,1,null
38232051767,2025-11-04,Kansas,LOCAL,School Board,1,3.11000000000000,3.1100000000,null,1,null
37892478280,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
23338293672,2024-11-05,New Jersey,LOCAL,School Board,1,2.76000000000000,2.7600000000,null,1,null
29674544146,2025-04-01,Illinois,LOCAL,Utilities Commissioner,1,2.49000000000000,2.4900000000,null,0,null
21916600645,2025-11-04,New York,CITY,null,1,0.98000000000000,0.9800000000,null,0,null
29834594861,2025-05-03,Texas,CITY,City Council,1,2.06000000000000,2.0600000000,null,0,null
22412061472,2024-11-05,Minnesota,LOCAL,Utilities Commissioner,1,3.72000000000000,3.7200000000,null,0,null
41663054987,2025-11-04,Michigan,CITY,City Council,1,2.68000000000000,2.6800000000,null,1,null
37897693542,2025-11-04,Ohio,CITY,Town Council,1,1.49000000000000,1.4900000000,null,0,null
22976969477,2024-11-05,South Carolina,LOCAL,School Board,1,3.55000000000000,3.5500000000,null,1,null
31300942648,2025-04-01,Illinois,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
23708535598,2024-11-05,Minnesota,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
23789341235,2024-11-05,Minnesota,LOCAL,Town Council,1,4.98000000000000,4.9800000000,null,1,null
21647819927,2024-11-05,Minnesota,CITY,City Council,1,3.25000000000000,3.2500000000,null,0,null
23846894634,2024-11-05,New Jersey,LOCAL,School Board,1,2.76000000000000,2.7600000000,null,1,null
39112321967,2025-10-07,Alaska,Local,City Council,1,3.34000000000000,3.3400000000,null,0,null
37087392436,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
36092941729,2025-11-04,North Carolina,CITY,Town Council,1,0.98000000000000,0.9800000000,2025-10-21T07:00:00.000,0,text
41600508981,2025-11-04,Massachusetts,CITY,City Council,1,2.25000000000000,2.2500000000,null,1,null
43251485316,2025-11-04,Ohio,LOCAL,null,1,2.88000000000000,2.8800000000,null,1,null
22753190926,2024-11-05,Kentucky,CITY,City Council,1,2.71000000000000,2.7100000000,null,1,null
39189414679,2025-10-07,Alaska,CITY,Mayor,1,1.51000000000000,1.5100000000,null,0,null
38678076840,2025-11-04,Michigan,CITY,City Council,1,2.41000000000000,2.4100000000,null,1,null
23310590481,2024-11-05,Minnesota,LOCAL,School Board,1,2.23000000000000,2.2300000000,null,0,null
28973653392,2025-04-01,Illinois,CITY,City Council,1,3.05000000000000,3.0500000000,null,1,null
31664119222,2025-04-12,Massachusetts,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
39434812027,2025-11-04,New Mexico,Local,Other,1,2.41000000000000,2.4100000000,null,1,null
31450086463,2025-04-08,Missouri,LOCAL,School Board,1,3.66000000000000,3.6600000000,null,1,null
35726911120,2025-11-04,Ohio,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,1,null
23575156859,2024-11-05,Minnesota,LOCAL,Town Council,1,5.00000000000000,5.0000000000,null,1,null
34106117276,2025-06-03,Mississippi,CITY,City Council,1,1.82000000000000,1.8200000000,null,1,null
39495470212,2025-11-04,Utah,CITY,City Council,1,1.31000000000000,1.3100000000,null,0,null
35446844222,2025-08-26,Alabama,null,Mayor,1,null,null,null,1,null
38149092717,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
29280393038,2025-04-01,Illinois,LOCAL,Utilities Commissioner,1,2.76000000000000,2.7600000000,null,1,null
30210283867,2025-05-03,Texas,CITY,City Council,1,3.50000000000000,3.5000000000,null,1,null
23625491072,2024-12-07,Louisiana,CITY,Town Council,1,1.49000000000000,1.4900000000,null,1,null
23901784895,2024-11-05,Montana,COUNTY,County Supervisor,1,0.18000000000000,0.1800000000,null,0,null
36381388666,2025-11-04,Kansas,CITY,City Council,1,1.30000000000000,1.3000000000,null,0,null
23721243779,2024-11-05,Oregon,COUNTY,County Supervisor,1,1.26000000000000,1.2600000000,null,1,null
31012609123,2025-05-03,Texas,LOCAL,School Board,1,1.61000000000000,1.6100000000,null,0,null
30701744424,2025-11-04,Ohio,CITY,Other,1,5.00000000000000,5.0000000000,null,1,null
40625605484,2025-11-04,New Mexico,LOCAL,School Board,1,null,null,null,1,null
23406874036,2024-11-05,California,CITY,City Council,1,3.80000000000000,3.8000000000,null,0,null
42198744922,2025-11-04,New Jersey,CITY,City Council,1,null,null,null,1,null
38086858530,2025-11-04,North Carolina,CITY,City Council,1,3.62000000000000,3.6200000000,null,0,null
23819965291,2024-11-05,Florida,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
22089390685,2024-11-05,Michigan,LOCAL,School Board,1,4.32000000000000,4.3200000000,null,1,null
31520661514,2025-04-01,Illinois,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
36575035956,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,1,null
36106937263,2025-11-04,Utah,CITY,City Council,1,1.44000000000000,1.4400000000,null,0,null
39233960884,2025-11-04,New York,null,Town Council,1,null,null,null,1,null
22557044898,2024-11-05,California,LOCAL,Utilities Commissioner,1,2.59000000000000,2.5900000000,null,1,null
31386261524,2025-04-01,Wisconsin,LOCAL,Other,1,3.81000000000000,3.8100000000,null,0,null
22658952223,2024-11-05,Texas,LOCAL,School Board,1,3.62000000000000,3.6200000000,null,1,null
36334380678,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.55000000000000,1.5500000000,null,1,null
32897542826,2025-05-20,Oregon,LOCAL,Other,1,4.99000000000000,4.9900000000,null,1,null
43793540254,2025-11-04,New Jersey,TOWNSHIP,null,1,null,null,null,0,null
33694168649,2025-11-04,Virginia,LOCAL,School Board,1,1.43000000000000,1.4300000000,null,0,null
35412327700,2025-11-04,Washington,COUNTY,County Supervisor,1,0.79000000000000,0.7900000000,null,0,null
39395478198,2025-11-04,Ohio,CITY,null,1,null,null,null,1,null
35375712620,2025-11-04,Iowa,CITY,City Council,1,2.90000000000000,2.9000000000,null,0,null
23511573258,2024-11-05,Wyoming,LOCAL,Utilities Commissioner,1,3.65000000000000,3.6500000000,null,1,null
34772407100,2025-11-04,Texas,CITY,City Council,1,3.81000000000000,3.8100000000,null,1,null
41795662745,2025-11-04,Connecticut,LOCAL,null,1,null,null,null,1,null
31888376501,2025-06-10,Maine,CITY,City Council,1,1.54000000000000,1.5400000000,null,0,null
35490487559,2025-08-26,Alabama,CITY,null,1,1.71000000000000,1.7100000000,null,0,null
38962226481,2025-11-04,Ohio,TOWNSHIP,Town Council,1,3.07000000000000,3.0700000000,null,1,null
22431305082,2024-11-05,Kentucky,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
39588147286,2025-11-04,South Carolina,CITY,Mayor,1,1.52000000000000,1.5200000000,null,0,null
29726333827,2025-04-01,Wisconsin,LOCAL,Clerk/Treasurer,1,5.00000000000000,5.0000000000,null,1,null
30550294137,2025-05-13,Delaware,null,School Board,1,1.18000000000000,1.1800000000,null,0,null
28870978632,2025-04-01,Oklahoma,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
31872722262,2025-05-03,Texas,CITY,School Board,1,3.81000000000000,3.8100000000,null,1,null
25186593955,2024-11-05,Tennessee,CITY,City Council,1,4.98000000000000,4.9800000000,null,1,null
22683233190,2024-11-05,Virginia,LOCAL,School Board,1,2.59000000000000,2.5900000000,null,0,null
22329353373,2024-11-05,Kentucky,CITY,City Council,1,5.00000000000000,5.0000000000,null,1,null
39554477612,2025-11-04,Idaho,LOCAL,School Board,1,1.16000000000000,1.1600000000,null,0,null
22740746657,2024-11-05,Alaska,Local,School Board,1,null,null,null,1,null
23651997581,2024-11-05,Vermont,STATE,State Senate,1,0.09000000000000,0.0900000000,null,0,null
37054542740,2025-11-04,South Carolina,CITY,null,1,2.39000000000000,2.3900000000,null,0,null
38548472403,2025-11-04,Georgia,CITY,City Council,1,0.85000000000000,0.8500000000,null,0,null
30790790021,2025-04-01,Oregon,local,Other,1,5.00000000000000,5.0000000000,null,1,null
33361519253,2025-05-20,Oregon,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,0,null
36654570073,2025-11-04,Kansas,LOCAL,School Board,1,1.53000000000000,1.5300000000,null,1,null
42615190132,2025-11-04,New Jersey,LOCAL,School Board,1,2.78000000000000,2.7800000000,2025-11-01T04:00:00.000,0,text
39494064161,2025-11-04,Georgia,CITY,Mayor,1,2.99000000000000,2.9900000000,null,0,null
32726227040,2025-05-20,Oregon,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
39195552392,2025-11-04,Georgia,Local,City Council,1,3.24000000000000,3.2400000000,null,1,null
35766178072,2025-11-04,Ohio,CITY,null,1,0.84000000000000,0.8400000000,null,1,null
23765196150,2024-11-05,Iowa,LOCAL,Town Council,1,3.23000000000000,3.2300000000,null,1,null
20704365994,2024-11-05,Nevada,COUNTY,Judge,1,0.78000000000000,0.7800000000,null,1,null
36734483617,2025-11-04,Massachusetts,CITY,City Council,1,2.02000000000000,2.0200000000,null,0,null
39270451609,2025-11-04,Ohio,CITY,Town Council,1,3.07000000000000,3.0700000000,null,1,null
39171945225,2025-11-04,New York,TOWNSHIP,Other,1,null,null,null,0,null
31195579577,2025-05-03,Texas,LOCAL,School Board,1,1.61000000000000,1.6100000000,null,1,null
23626811938,2024-11-05,Minnesota,CITY,Mayor,1,4.99000000000000,4.9900000000,null,1,null
31622283365,2025-04-01,Wisconsin,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
41708102574,2025-11-04,Iowa,CITY,Mayor,1,1.86000000000000,1.8600000000,null,1,null
22028401757,2025-04-01,Oklahoma,LOCAL,null,1,2.26000000000000,2.2600000000,null,0,null
38250672747,2025-11-15,Louisiana,COUNTY,City Council,1,0.85000000000000,0.8500000000,null,0,null
25000598062,2024-11-05,South Carolina,LOCAL,School Board,1,2.02000000000000,2.0200000000,null,1,null
33265755799,2025-05-20,New York,LOCAL,School Board,1,2.25000000000000,2.2500000000,null,0,null
40694159873,2025-11-04,Iowa,LOCAL,School Board,1,4.18000000000000,4.1800000000,null,1,null
32869363046,2025-05-20,Oregon,LOCAL,Other,1,1.62000000000000,1.6200000000,null,0,null
31864013149,2025-11-04,North Carolina,CITY,null,1,2.71000000000000,2.7100000000,null,0,null
28177959037,2025-04-01,Illinois,LOCAL,School Board,1,1.52000000000000,1.5200000000,null,1,null
25003743139,2024-11-05,South Carolina,County,School Board,1,null,null,null,0,null
39852744705,2025-11-04,New Mexico,CITY,Town Council,1,2.02000000000000,2.0200000000,null,1,null
23654876008,2024-11-05,California,LOCAL,School Board,1,2.13000000000000,2.1300000000,null,0,null
34677167272,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,0,null
38187160903,2025-11-04,North Carolina,CITY,Mayor,1,1.38000000000000,1.3800000000,null,0,null
34704947792,2025-05-20,Oregon,LOCAL,School Board,1,2.53000000000000,2.5300000000,null,0,null
23670854013,2024-11-05,California,LOCAL,Utilities Commissioner,1,3.66000000000000,3.6600000000,null,1,null
41557493135,2025-11-04,New York,COUNTY,null,1,null,null,null,0,null
35780687645,2025-11-04,Kansas,CITY,City Council,1,4.18000000000000,4.1800000000,null,1,null
31521686556,2025-11-04,Massachusetts,LOCAL,School Board,1,1.82000000000000,1.8200000000,null,1,null
38383927931,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,0,null
22294968441,2024-12-03,Georgia,COUNTY,Other,1,1.48000000000000,1.4800000000,null,0,null
23840030103,2024-11-05,Michigan,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
39196748178,2025-11-04,Minnesota,CITY,Mayor,1,1.68000000000000,1.6800000000,null,0,null
34096613966,2025-11-04,Ohio,CITY,Town Council,1,3.07000000000000,3.0700000000,null,1,null
20979857945,2024-11-05,null,Local,City Council,1,null,null,null,1,null
36546829689,2025-08-26,Alabama,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
37528702024,2025-11-04,North Carolina,CITY,null,1,2.29000000000000,2.2900000000,null,0,null
38086859020,2025-11-04,Ohio,COUNTY,null,1,0.59000000000000,0.5900000000,null,0,null
23257472389,2024-11-05,Minnesota,CITY,City Council,1,1.27000000000000,1.2700000000,null,0,null
22166552577,2024-11-05,Minnesota,CITY,City Council,1,2.41000000000000,2.4100000000,null,0,null
41088678956,2025-11-04,Ohio,TOWNSHIP,Town Council,1,null,null,null,0,null
35755403656,2025-07-31,Washington,null,null,1,null,null,null,0,null
23302668167,2024-11-05,Minnesota,LOCAL,School Board,1,2.69000000000000,2.6900000000,null,1,null
33532760854,2025-11-04,New York,CITY,City Council,3,0.61000000000000,0.6100000000,2025-11-06T05:00:00.000,0,text
30377630617,2025-06-03,Mississippi,CITY,Mayor,1,2.81000000000000,2.8100000000,null,1,null
39591792933,2025-11-04,Ohio,LOCAL,School Board,1,null,null,null,1,null
23112278876,2024-11-05,Minnesota,LOCAL,School Board,1,2.68000000000000,2.6800000000,null,1,null
20749009526,2024-11-05,Georgia,LOCAL,School Board,1,2.38000000000000,2.3800000000,null,0,null
23186828835,2024-11-05,Florida,LOCAL,Other,1,3.39000000000000,3.3900000000,null,1,null
29669867560,2025-04-01,Illinois,REGIONAL,School Board,1,1.52000000000000,1.5200000000,null,0,null
38427772302,2025-11-04,Ohio,CITY,Mayor,1,0.68000000000000,0.6800000000,null,0,null
23248866472,2024-11-05,Michigan,LOCAL,School Board,1,1.70000000000000,1.7000000000,null,0,null
30779029785,2025-05-03,Texas,CITY,Mayor,1,0.50000000000000,0.5000000000,null,0,null
36773668941,2025-11-04,Washington,LOCAL,Other,1,2.53000000000000,2.5300000000,null,1,null
31857300798,2025-05-03,Texas,CITY,City Council,1,0.46000000000000,0.4600000000,null,0,null
30207591719,2025-04-01,Wisconsin,CITY,City Council,1,3.61000000000000,3.6100000000,null,1,null
37462505051,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
38682437920,2025-11-04,Ohio,REGIONAL,School Board,1,2.88000000000000,2.8800000000,null,1,null
25003907875,2024-11-05,Minnesota,CITY,City Council,1,4.16000000000000,4.1600000000,null,1,null
38338988576,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
22511923298,2024-11-05,Virginia,CITY,Town Council,1,4.37000000000000,4.3700000000,null,0,null
31080767147,2025-05-03,Texas,LOCAL,School Board,1,1.02000000000000,1.0200000000,null,0,null
40359292796,2025-11-04,New Jersey,TOWNSHIP,null,1,null,null,null,0,null
32127875149,2025-05-03,Texas,CITY,Town Council,1,4.99000000000000,4.9900000000,null,0,null
23827434403,2024-11-05,New Jersey,LOCAL,School Board,1,2.78000000000000,2.7800000000,null,1,null
22926037385,2024-11-05,South Carolina,LOCAL,Utilities Commissioner,1,4.99000000000000,4.9900000000,null,1,null
36620944274,2025-11-04,Alabama,Local,Town Council,1,2.16000000000000,2.1600000000,null,1,null
31815042698,2025-06-03,Mississippi,CITY,null,1,1.74000000000000,1.7400000000,null,0,null
23398040167,2024-11-05,California,CITY,City Council,1,0.73000000000000,0.7300000000,null,0,null
23397422425,2024-11-05,Minnesota,LOCAL,School Board,1,4.06000000000000,4.0600000000,null,1,null
39365689776,2025-11-04,Virginia,COUNTY,Clerk/Treasurer,1,1.84000000000000,1.8400000000,null,1,null
21554987878,2024-11-05,Georgia,FEDERAL,Congressional,1,null,null,null,0,null
39635095101,2025-11-04,South Carolina,CITY,City Council,1,1.76000000000000,1.7600000000,null,0,null
38871880718,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,1,null
36497377564,2025-08-26,Alabama,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
39068352305,2025-11-04,Ohio,CITY,null,1,null,null,null,0,null
32134274569,2025-09-16,Massachusetts,null,City Council,1,null,null,null,0,null
23101106084,2024-11-05,District Of Columbia,CITY,City Council,1,4.92000000000000,4.9200000000,null,1,null
32901657161,2025-06-03,Massachusetts,null,Other,1,0.41000000000000,0.4100000000,null,1,null
38752895845,2025-11-04,Massachusetts,CITY,null,1,2.25000000000000,2.2500000000,null,0,null
23802219849,2024-11-05,Minnesota,COUNTY,County Supervisor,1,5.00000000000000,5.0000000000,null,1,null
37734659106,2025-11-04,North Carolina,CITY,City Council,1,1.61000000000000,1.6100000000,null,1,null
36445487258,2025-11-04,Utah,Local,Mayor,1,2.09000000000000,2.0900000000,null,1,null
40248306858,2025-11-04,New Mexico,LOCAL,Other,1,1.00000000000000,1.0000000000,null,1,null
35906351918,2025-11-04,Washington,LOCAL,Other,1,2.79000000000000,2.7900000000,null,1,null
35255823203,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,1,null
39631762334,2025-11-04,New Mexico,LOCAL,School Board,1,2.29000000000000,2.2900000000,null,1,null
29758775065,2025-04-01,Oklahoma,LOCAL,School Board,1,1.58000000000000,1.5800000000,null,1,null
23576866480,2024-11-05,Indiana,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
