hubspot_id,election_date,state,office_level,office_type,open_seat,incumbent,number_of_opponents,partisan_type,seats_available,n_outreach_rows,viability_score_mean,viability_score_max,latest_outreach,Win,most_common_outreach_type
32614480939,2025-05-20,Oregon,CITY,City Council,1,0,2,Nonpartisan,1.0000000000,1,1.61000000000000,1.6100000000,null,0,null
23111989042,2024-11-05,Minnesota,CITY,City Council,1,0,2,Nonpartisan,2.0000000000,1,3.31000000000000,3.3100000000,null,1,null
36557220639,2025-08-26,Alabama,CITY,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.72000000000000,1.7200000000,null,0,null
41311170078,2025-11-04,Georgia,CITY,City Council,0,0,null,null,null,1,null,null,null,1,null
23140583171,2024-11-05,Minnesota,Local,School Board,1,0,5,Nonpartisan,3.0000000000,1,2.68000000000000,2.6800000000,null,1,null
39258660130,2025-11-04,New York,CITY,City Council,0,0,null,null,null,1,null,null,null,1,null
29358791471,2025-04-01,Wisconsin,LOCAL,School Board,0,0,4,Nonpartisan,3.0000000000,1,1.85000000000000,1.8500000000,null,0,null
31217192778,2025-11-04,New Jersey,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,2.50000000000000,2.5000000000,null,0,null
31903119491,2025-05-20,Oregon,LOCAL,Other,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
37216034591,2025-11-04,Ohio,LOCAL,School Board,0,0,null,Nonpartisan,2.0000000000,1,1.41000000000000,1.4100000000,null,0,null
36988982790,2025-11-04,Kansas,LOCAL,School Board,0,1,null,Nonpartisan,3.0000000000,1,3.11000000000000,3.1100000000,null,1,null
22824911028,2024-11-05,California,CITY,City Council,1,0,1,Nonpartisan,0E-10,1,null,null,null,0,null
39370390540,2025-11-04,Ohio,LOCAL,School Board,0,0,5,Nonpartisan,2.0000000000,1,1.33000000000000,1.3300000000,null,1,null
32051248298,2025-05-20,Oregon,LOCAL,Other,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
23549937942,2024-11-05,Minnesota,LOCAL,Town Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
38259225648,2025-11-04,Georgia,STATE,City Council,0,0,8,Nonpartisan,3.0000000000,1,0.83000000000000,0.8300000000,null,0,null
23848072628,2024-11-05,California,CITY,City Council,1,0,4,Nonpartisan,3.0000000000,1,2.48000000000000,2.4800000000,null,1,null
35595709966,2025-11-04,Pennsylvania,CITY,null,0,0,null,Partisan,3.0000000000,1,0.55000000000000,0.5500000000,null,0,null
35989185198,2025-11-04,Texas,CITY,null,0,0,null,Nonpartisan,1.0000000000,1,2.06000000000000,2.0600000000,null,1,null
23083915819,2024-11-05,Pennsylvania,STATE,State House,0,0,1,Partisan,1.0000000000,1,0.14000000000000,0.1400000000,null,0,null
23410091562,2024-11-05,Minnesota,CITY,City Council,0,1,2,Nonpartisan,2.0000000000,1,3.88000000000000,3.8800000000,null,1,null
23936623192,2024-11-05,Minnesota,CITY,Mayor,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
41616224316,2025-11-04,New Jersey,LOCAL,School Board,0,1,null,Nonpartisan,2.0000000000,1,4.12000000000000,4.1200000000,null,1,null
35236761659,2025-08-05,Michigan,CITY,Mayor,0,0,4,Nonpartisan,1.0000000000,1,1.95000000000000,1.9500000000,null,0,null
35369866002,2025-11-04,Washington,LOCAL,School Board,0,0,null,Nonpartisan,1.0000000000,1,1.17000000000000,1.1700000000,null,0,null
29919916622,2025-04-01,Illinois,LOCAL,School Board,0,0,2,Nonpartisan,3.0000000000,1,4.99000000000000,4.9900000000,null,1,null
37765302627,2025-11-04,North Carolina,CITY,Town Council,1,0,null,Nonpartisan,2.0000000000,1,2.53000000000000,2.5300000000,null,1,null
23730577413,2024-11-05,California,LOCAL,Utilities Commissioner,1,0,2,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,0,null
35136650126,2025-11-04,New York,TOWNSHIP,null,0,0,null,Partisan,1.0000000000,1,1.46000000000000,1.4600000000,null,1,null
41215831602,2025-11-04,Iowa,CITY,City Council,0,0,null,Nonpartisan,2.0000000000,1,2.61000000000000,2.6100000000,null,0,null
37454397354,2026-11-03,North Carolina,LOCAL,null,0,0,null,Nonpartisan,1.0000000000,1,1.86000000000000,1.8600000000,null,1,null
31918186880,2025-05-20,Oregon,LOCAL,School Board,1,0,1,Nonpartisan,1.0000000000,1,2.47000000000000,2.4700000000,null,1,null
42698630575,2025-11-04,New Jersey,CITY,City Council,0,0,null,null,null,1,null,null,null,0,null
37901256036,2025-11-04,Ohio,TOWNSHIP,Town Council,1,0,null,Nonpartisan,2.0000000000,1,1.49000000000000,1.4900000000,null,1,null
39626988947,2025-11-04,Idaho,CITY,Mayor,0,0,null,Nonpartisan,1.0000000000,1,0.81000000000000,0.8100000000,null,0,null
21526350664,2024-11-05,Wisconsin,FEDERAL,Congressional,1,0,3,Partisan,1.0000000000,1,0.30000000000000,0.3000000000,null,0,null
36658386313,2025-11-04,Virginia,LOCAL,County Supervisor,0,1,0,Nonpartisan,1.0000000000,1,3.17000000000000,3.1700000000,null,1,null
25280725035,2024-11-05,Nebraska,STATE,State Senate,1,0,1,Partisan,1.0000000000,1,0.45000000000000,0.4500000000,null,0,null
31663802243,2025-04-08,Missouri,CITY,City Council,0,1,1,Nonpartisan,1.0000000000,1,3.56000000000000,3.5600000000,null,1,null
23524156717,2024-11-05,Minnesota,LOCAL,Clerk/Treasurer,0,1,0,Nonpartisan,1.0000000000,1,3.44000000000000,3.4400000000,null,1,null
39587818607,2025-11-05,New Mexico,Local,Other,0,0,null,Nonpartisan,5.0000000000,1,0.84000000000000,0.8400000000,null,1,null
23492213340,2024-11-05,Minnesota,CITY,City Council,1,0,5,Nonpartisan,2.0000000000,1,2.41000000000000,2.4100000000,null,0,null
22032158875,2024-11-05,Florida,LOCAL,School Board,1,0,1,Nonpartisan,1.0000000000,1,2.35000000000000,2.3500000000,null,1,null
22873808056,2024-11-05,Minnesota,CITY,City Council,1,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
28148726826,2025-08-26,Alabama,CITY,Mayor,1,0,1,Nonpartisan,1.0000000000,1,2.16000000000000,2.1600000000,2025-08-23T05:00:00.000,1,text
39040875102,2025-11-04,Ohio,CITY,Town Council,0,0,null,null,null,1,null,null,null,1,null
34219433852,2025-06-10,Maine,CITY,City Council,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
41062014546,2025-11-04,Iowa,City,City Council,0,0,1,Nonpartisan,2.0000000000,1,2.90000000000000,2.9000000000,null,1,null
42436607058,2025-11-04,Iowa,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,2.90000000000000,2.9000000000,null,0,null
34101000200,2025-11-04,Ohio,LOCAL,Town Council,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
22294062215,2024-11-05,Rhode Island,LOCAL,School Board,1,0,1,Nonpartisan,2.0000000000,1,2.44000000000000,2.4400000000,null,0,null
32473927048,2026-05-02,Texas,CITY,City Council,0,0,1,Nonpartisan,1.0000000000,1,1.50000000000000,1.5000000000,null,0,null
25029188695,2024-11-05,South Carolina,LOCAL,School Board,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
22265660047,2024-11-05,Iowa,Local,School Board,1,0,2,Nonpartisan,0E-10,1,null,null,null,0,null
31924620586,2025-05-03,Texas,LOCAL,School Board,0,0,1,Nonpartisan,1.0000000000,1,1.61000000000000,1.6100000000,null,0,null
33116664586,2025-06-03,Mississippi,CITY,Town Council,0,0,5,Nonpartisan,1.0000000000,1,0.50000000000000,0.5000000000,null,1,null
30426110025,2025-03-04,Vermont,LOCAL,School Board,0,1,0,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
39778190914,2025-11-04,Idaho,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,1.31000000000000,1.3100000000,null,1,null
23405970819,2024-11-05,North Dakota,LOCAL,Utilities Commissioner,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
29903345819,2025-04-01,Wisconsin,CITY,Town Council,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
31716522413,2025-04-08,Missouri,LOCAL,School Board,0,0,2,Nonpartisan,2.0000000000,1,2.50000000000000,2.5000000000,null,1,null
38574349584,2025-11-04,Georgia,CITY,null,0,0,null,Nonpartisan,2.0000000000,1,2.36000000000000,2.3600000000,null,0,null
20491581093,2024-05-14,New Jersey,CITY,City Council,0,0,2,Nonpartisan,1.0000000000,1,1.04000000000000,1.0400000000,null,0,null
32914786120,2025-05-06,Massachusetts,CITY,Town Council,0,0,8,Nonpartisan,5.0000000000,1,1.11000000000000,1.1100000000,null,0,null
35372548025,2025-08-05,Washington,County,Other,0,1,0,Nonpartisan,1.0000000000,1,2.54000000000000,2.5400000000,null,1,null
39273605123,2025-11-04,Michigan,CITY,Mayor,0,0,null,Nonpartisan,1.0000000000,1,1.68000000000000,1.6800000000,null,0,null
37660230924,2025-11-04,Virginia,STATE,State House,0,0,null,Partisan,1.0000000000,1,0.30000000000000,0.3000000000,null,0,null
22639185946,2024-11-05,Texas,COUNTY,Utilities Commissioner,0,0,1,Nonpartisan,0E-10,1,null,null,null,1,null
31751401790,2025-04-08,Massachusetts,CITY,City Council,0,0,2,Nonpartisan,1.0000000000,1,1.53000000000000,1.5300000000,null,0,null
20913768820,2024-11-05,Washington,COUNTY,County Supervisor,1,0,1,Partisan,1.0000000000,1,1.14000000000000,1.1400000000,null,0,null
31724412499,2025-11-04,New York,CITY,null,0,0,null,null,0E-10,1,null,null,null,0,null
31952701709,2025-05-03,Texas,LOCAL,School Board,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,0,null
22448256904,2024-11-05,Kentucky,LOCAL,School Board,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
37128173338,2025-11-04,North Carolina,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.81000000000000,1.8100000000,null,0,null
34815773585,2025-11-04,Ohio,LOCAL,School Board,0,1,null,Nonpartisan,3.0000000000,1,2.88000000000000,2.8800000000,null,1,null
31914740350,2025-05-03,Texas,CITY,City Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
40331370763,2025-11-04,Oregon,CITY,City Council,1,0,3,Nonpartisan,null,1,null,null,null,1,null
33601802299,2025-05-20,Oregon,LOCAL,School Board,0,1,1,Nonpartisan,1.0000000000,1,3.56000000000000,3.5600000000,null,0,null
36256996139,2025-11-04,Kansas,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,1.30000000000000,1.3000000000,null,1,null
40105031515,2025-11-04,Washington,LOCAL,Other,1,0,null,Nonpartisan,1.0000000000,1,1.27000000000000,1.2700000000,null,1,null
37594900255,2025-11-04,North Carolina,CITY,Town Council,0,0,null,Nonpartisan,2.0000000000,1,2.53000000000000,2.5300000000,null,1,null
40877943694,2025-11-04,Pennsylvania,CITY,null,0,0,null,null,null,1,null,null,null,0,null
23420583190,2024-11-05,Minnesota,CITY,City Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
40176691321,2025-11-04,Iowa,CITY,City Council,0,0,null,null,2.0000000000,1,null,null,null,1,null
36448321033,2025-11-04,Massachusetts,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.77000000000000,1.7700000000,null,0,null
32322861690,2025-05-20,Oregon,LOCAL,School Board,0,1,1,Nonpartisan,1.0000000000,1,3.56000000000000,3.5600000000,null,1,null
30589149333,2025-11-04,New Jersey,CITY,null,0,0,null,Partisan,2.0000000000,1,2.22000000000000,2.2200000000,null,0,null
39196570413,2025-11-04,Colorado,CITY,City Council,1,0,9,Nonpartisan,4.0000000000,1,1.59000000000000,1.5900000000,2025-10-10T06:00:00.000,0,text
29167386398,2025-04-01,Illinois,LOCAL,School Board,0,0,5,Nonpartisan,3.0000000000,1,1.52000000000000,1.5200000000,null,1,null
32885835415,2025-05-06,Ohio,CITY,City Council,0,1,2,Nonpartisan,3.0000000000,1,2.61000000000000,2.6100000000,null,0,null
32209465702,2025-11-04,Tennessee,CITY,null,0,0,null,null,null,1,null,null,null,0,null
38126766736,2025-11-04,Ohio,LOCAL,null,0,0,null,Nonpartisan,4.0000000000,1,1.41000000000000,1.4100000000,null,0,null
40587437461,2025-11-04,Utah,LOCAL,null,0,0,1,Nonpartisan,1.0000000000,1,1.14000000000000,1.1400000000,null,0,null
41886239057,2025-11-04,Ohio,TOWNSHIP,Town Council,0,1,null,Nonpartisan,2.0000000000,1,3.07000000000000,3.0700000000,null,1,null
39119453024,2025-11-04,Kansas,LOCAL,School Board,0,0,null,Nonpartisan,3.0000000000,1,1.53000000000000,1.5300000000,null,1,null
31075124007,2025-04-01,Wisconsin,LOCAL,Town Council,1,0,2,Nonpartisan,2.0000000000,1,3.59000000000000,3.5900000000,null,1,null
28752484165,2025-04-01,Wisconsin,LOCAL,Town Council,1,0,1,Nonpartisan,1.0000000000,1,2.81000000000000,2.8100000000,null,0,null
37322197175,2025-11-04,Georgia,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.87000000000000,1.8700000000,null,0,null
36665132895,2025-11-04,Utah,LOCAL,null,0,0,3,Nonpartisan,2.0000000000,2,0.98000000000000,0.9800000000,2025-10-29T06:00:00.000,0,text
23826925078,2024-11-05,Arkansas,CITY,City Council,0,1,0,Nonpartisan,1.0000000000,1,3.37000000000000,3.3700000000,null,1,null
35629795947,2025-11-04,Utah,null,Mayor,1,0,1,Nonpartisan,1.0000000000,1,1.45000000000000,1.4500000000,null,0,null
39098610090,2025-11-04,Ohio,CITY,City Council,0,0,2,Nonpartisan,2.0000000000,1,1.13000000000000,1.1300000000,null,1,null
23729871145,2024-11-05,Montana,COUNTY,County Supervisor,0,0,1,Nonpartisan,1.0000000000,1,1.64000000000000,1.6400000000,null,0,null
38416731818,2025-11-04,North Carolina,CITY,City Council,0,0,null,Nonpartisan,2.0000000000,1,2.06000000000000,2.0600000000,null,0,null
35433984595,2025-11-04,Washington,LOCAL,Other,1,0,null,Nonpartisan,1.0000000000,1,1.08000000000000,1.0800000000,null,1,null
38590143079,2025-11-04,Ohio,TOWNSHIP,Town Council,0,0,null,Nonpartisan,2.0000000000,1,1.49000000000000,1.4900000000,null,1,null
33428482837,2025-05-20,Arkansas,LOCAL,School Board,0,1,null,Nonpartisan,1.0000000000,1,3.61000000000000,3.6100000000,null,0,null
35744722584,2025-08-26,Alabama,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.31000000000000,2.3100000000,null,1,null
23360004006,2024-11-05,Minnesota,CITY,Mayor,1,1,0,Nonpartisan,1.0000000000,1,3.26000000000000,3.2600000000,null,1,null
32221170006,2025-05-20,Oregon,LOCAL,Other,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
25115056956,2024-11-05,New Jersey,LOCAL,School Board,0,1,4,Nonpartisan,3.0000000000,1,3.79000000000000,3.7900000000,null,0,null
37024283538,2025-11-04,Kansas,LOCAL,School Board,0,0,4,Nonpartisan,3.0000000000,1,1.53000000000000,1.5300000000,null,1,null
22393999018,2024-11-05,Minnesota,COUNTY,County Supervisor,0,0,1,Nonpartisan,1.0000000000,1,2.05000000000000,2.0500000000,null,1,null
42297456783,2025-11-04,Washington,CITY,null,0,0,null,null,null,1,null,null,null,0,null
39187585380,2025-11-04,Ohio,Local,Mayor,1,0,null,Nonpartisan,1.0000000000,1,0.68000000000000,0.6800000000,null,0,null
23822849549,2024-11-05,California,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
32321979197,2025-05-20,Oregon,LOCAL,Other,0,1,3,Nonpartisan,4.0000000000,1,5.00000000000000,5.0000000000,null,1,null
39505016844,2025-09-23,Alabama,Local,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.71000000000000,1.7100000000,null,1,null
32187891054,2025-05-20,Oregon,LOCAL,Other,0,1,0,Nonpartisan,1.0000000000,1,3.49000000000000,3.4900000000,null,1,null
23549038234,2024-11-05,Minnesota,CITY,City Council,1,0,7,Nonpartisan,2.0000000000,1,2.41000000000000,2.4100000000,null,0,null
33837445729,2025-11-04,Ohio,CITY,Town Council,0,1,null,Nonpartisan,3.0000000000,1,3.07000000000000,3.0700000000,null,0,null
32318070810,2025-05-06,Massachusetts,CITY,Town Council,0,0,6,Nonpartisan,5.0000000000,1,1.45000000000000,1.4500000000,null,1,null
31507807161,2025-04-01,Massachusetts,Local,Other,1,0,1,Nonpartisan,1.0000000000,1,2.37000000000000,2.3700000000,null,1,null
30084981536,2025-04-08,Missouri,CITY,City Council,0,1,2,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,1,null
36903530768,2025-11-04,null,LOCAL,School Board,0,0,null,Nonpartisan,3.0000000000,1,1.53000000000000,1.5300000000,null,1,null
36309016708,2025-11-04,Massachusetts,CITY,null,0,0,null,Nonpartisan,4.0000000000,1,2.25000000000000,2.2500000000,null,1,null
21296805268,2024-11-05,Kentucky,CITY,City Council,1,0,5,Nonpartisan,6.0000000000,1,5.00000000000000,5.0000000000,null,1,null
35918512928,2025-11-04,Utah,CITY,City Council,0,1,null,Nonpartisan,2.0000000000,1,2.85000000000000,2.8500000000,null,0,null
31872428086,2025-11-04,New Jersey,COUNTY,null,0,0,null,Partisan,3.0000000000,1,1.93000000000000,1.9300000000,null,0,null
38588965299,2025-11-04,Colorado,CITY,City Council,0,1,1,Nonpartisan,1.0000000000,4,2.70000000000000,2.7000000000,2025-11-04T07:00:00.000,1,text
32382585511,2025-05-20,null,LOCAL,School Board,1,0,3,Nonpartisan,1.0000000000,1,1.33000000000000,1.3300000000,null,0,null
22114338433,2024-11-05,Texas,STATE,State House,0,0,2,Partisan,1.0000000000,1,0.24000000000000,0.2400000000,null,0,null
37017637265,2025-11-04,Washington,LOCAL,School Board,1,0,null,Nonpartisan,1.0000000000,1,1.17000000000000,1.1700000000,null,0,null
32305070930,2025-05-20,Oregon,LOCAL,Other,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
22538008237,2024-11-05,Florida,COUNTY,School Board,0,0,1,Partisan,1.0000000000,1,1.91000000000000,1.9100000000,null,0,null
33376149290,2025-05-20,Oregon,COUNTY,School Board,0,0,1,Nonpartisan,1.0000000000,1,1.62000000000000,1.6200000000,null,1,null
37814234420,2025-11-04,North Carolina,CITY,City Council,0,1,null,Nonpartisan,2.0000000000,1,3.62000000000000,3.6200000000,null,0,null
35645111569,2025-11-04,Idaho,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,2.37000000000000,2.3700000000,2025-07-28T06:00:00.000,1,text
36737430033,2025-11-04,Kansas,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,1.30000000000000,1.3000000000,null,0,null
38631175811,2025-11-04,Massachusetts,CITY,City Council,0,0,null,Nonpartisan,9.0000000000,1,2.02000000000000,2.0200000000,null,1,null
33674797126,2025-05-20,Oregon,LOCAL,Other,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
32188381001,2025-05-20,Oregon,LOCAL,School Board,1,0,2,Nonpartisan,1.0000000000,1,1.72000000000000,1.7200000000,null,1,null
37409917818,2025-11-04,Montana,CITY,Town Council,0,1,null,Nonpartisan,2.0000000000,1,3.81000000000000,3.8100000000,null,1,null
20340809357,2025-11-04,Georgia,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.87000000000000,1.8700000000,null,0,null
25190219136,2024-11-05,California,Local,Mayor,0,0,1,Nonpartisan,0E-10,1,null,null,null,0,null
28638671905,2025-05-03,Texas,CITY,Mayor,0,1,5,Nonpartisan,1.0000000000,1,1.76000000000000,1.7600000000,null,0,null
29964659848,2025-02-13,Illinois,null,null,0,0,null,null,0E-10,1,null,null,null,0,null
36732275526,2025-08-26,Alabama,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.72000000000000,1.7200000000,null,0,null
39714339989,2025-11-04,Colorado,CITY,City Council,0,0,null,null,null,1,null,null,null,0,null
32428707385,2025-05-20,Oregon,LOCAL,Other,1,0,1,Nonpartisan,2.0000000000,1,4.99000000000000,4.9900000000,null,1,null
32791019166,2025-05-03,Texas,LOCAL,Other,0,1,2,Nonpartisan,2.0000000000,1,4.22000000000000,4.2200000000,null,1,null
25293451149,2024-11-05,Massachusetts,State,State House,0,1,1,Partisan,0E-10,1,null,null,null,1,null
36146391596,2025-11-04,Kansas,CITY,City Council,0,0,4,Nonpartisan,3.0000000000,1,0.94000000000000,0.9400000000,null,0,null
40785142565,2025-11-04,Idaho,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,0.97000000000000,0.9700000000,null,0,null
39110214512,2025-11-04,Ohio,CITY,Town Council,0,0,null,Nonpartisan,4.0000000000,1,1.49000000000000,1.4900000000,null,1,null
36744124332,2025-11-04,Michigan,CITY,City Council,0,1,null,Nonpartisan,3.0000000000,1,3.88000000000000,3.8800000000,null,1,null
30135139964,2025-03-11,null,LOCAL,Other,0,0,1,Nonpartisan,2.0000000000,1,4.97000000000000,4.9700000000,null,1,null
38418611616,2025-11-04,Massachusetts,LOCAL,School Board,0,0,null,Nonpartisan,1.0000000000,1,1.99000000000000,1.9900000000,null,0,null
36740196207,2025-11-04,Massachusetts,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,3.15000000000000,3.1500000000,null,0,null
38967852398,2025-11-04,North Carolina,CITY,Town Council,0,0,null,null,null,1,null,null,null,0,null
36625951756,2025-11-04,Kansas,LOCAL,School Board,1,0,5,Nonpartisan,3.0000000000,1,1.53000000000000,1.5300000000,null,0,null
40251540029,2025-11-04,Iowa,CITY,City Council,0,1,null,null,3.0000000000,1,null,null,null,1,null
35726063174,2025-11-04,Kansas,LOCAL,School Board,0,1,null,Nonpartisan,1.0000000000,1,2.63000000000000,2.6300000000,null,1,null
40022530631,2025-11-04,Connecticut,LOCAL,null,0,0,null,null,null,1,null,null,null,0,null
35446805675,2025-11-04,Washington,LOCAL,School Board,0,1,null,Nonpartisan,1.0000000000,1,2.53000000000000,2.5300000000,null,1,null
25277595431,2024-11-05,Michigan,CITY,Town Council,0,0,2,Nonpartisan,2.0000000000,1,2.65000000000000,2.6500000000,null,0,null
34935240522,2025-11-04,Colorado,CITY,City Council,1,0,1,Nonpartisan,2.0000000000,6,4.99000000000000,4.9900000000,2025-11-02T06:00:00.000,1,text
38122511974,2025-11-04,North Carolina,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,3.19000000000000,3.1900000000,null,0,null
35936385304,2025-11-04,Washington,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.08000000000000,1.0800000000,null,0,null
42041031309,2025-11-04,Pennsylvania,CITY,Other,0,0,null,null,null,1,null,null,null,0,null
40338282866,2025-11-04,Ohio,CITY,Town Council,0,1,null,null,4.0000000000,1,null,null,null,1,null
39402543754,2025-11-04,Pennsylvania,CITY,Mayor,0,0,null,null,null,1,null,null,null,0,null
39724836445,2025-11-04,Idaho,CITY,Mayor,0,0,null,Nonpartisan,1.0000000000,1,0.81000000000000,0.8100000000,null,0,null
25288774515,2024-11-05,Michigan,CITY,Town Council,1,0,1,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,1,null
37016994167,2025-11-04,Michigan,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,2.68000000000000,2.6800000000,null,0,null
25201727776,2024-11-05,California,LOCAL,School Board,1,0,1,Nonpartisan,2.0000000000,1,4.99000000000000,4.9900000000,null,0,null
