hubspot_id,election_date,state,office_level,office_type,open_seat,incumbent,number_of_opponents,partisan_type,seats_available,n_outreach_rows,viability_score_mean,viability_score_max,latest_outreach,Win,most_common_outreach_type
39522136925,2025-11-04,Texas,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.83000000000000,1.8300000000,null,0,null
21360347830,2024-11-05,California,CITY,City Council,1,0,2,Nonpartisan,1.0000000000,1,1.66000000000000,1.6600000000,null,0,null
23318539858,2024-11-05,Minnesota,LOCAL,School Board,0,0,5,Nonpartisan,3.0000000000,1,1.36000000000000,1.3600000000,null,1,null
35500132876,2025-11-04,Connecticut,CITY,null,0,0,null,Partisan,2.0000000000,1,0.55000000000000,0.5500000000,null,0,null
41663178366,2025-11-04,North Carolina,CITY,Town Council,0,0,null,Nonpartisan,3.0000000000,1,2.53000000000000,2.5300000000,null,0,null
32055231380,2025-05-03,Texas,LOCAL,School Board,0,1,1,Nonpartisan,1.0000000000,1,3.60000000000000,3.6000000000,null,1,null
31173826611,2025-04-01,Illinois,CITY,Town Council,1,0,2,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,1,null
40329489317,2025-11-04,Kansas,LOCAL,School Board,0,1,null,Nonpartisan,1.0000000000,1,2.63000000000000,2.6300000000,null,1,null
32056329361,2025-05-03,Texas,CITY,null,0,0,null,Nonpartisan,1.0000000000,1,2.06000000000000,2.0600000000,null,0,null
41191206151,2025-11-04,Iowa,LOCAL,Other,1,0,2,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
38950127457,2025-11-04,Ohio,TOWNSHIP,Town Council,0,1,2,Nonpartisan,2.0000000000,1,3.07000000000000,3.0700000000,null,1,null
34367751338,2025-11-04,Ohio,LOCAL,Town Council,0,1,null,Nonpartisan,2.0000000000,1,3.06000000000000,3.0600000000,null,1,null
23659448688,2024-11-05,Virginia,CITY,Town Council,0,0,3,Nonpartisan,3.0000000000,1,2.62000000000000,2.6200000000,null,0,null
31391141389,2025-04-01,Wisconsin,LOCAL,null,0,0,6,Nonpartisan,3.0000000000,1,1.20000000000000,1.2000000000,null,0,null
39117774644,2025-11-04,Ohio,CITY,City Council,0,0,5,Nonpartisan,4.0000000000,1,1.13000000000000,1.1300000000,null,0,null
39106794588,2025-11-04,Ohio,CITY,City Council,0,1,3,Partisan,3.0000000000,1,2.15000000000000,2.1500000000,null,1,null
38679468328,2025-11-04,Massachusetts,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,3.15000000000000,3.1500000000,null,1,null
37004917291,2025-11-04,North Carolina,CITY,Town Council,0,1,null,Nonpartisan,3.0000000000,1,3.96000000000000,3.9600000000,null,0,null
43062275483,2025-11-04,New York,null,null,0,0,null,null,null,1,null,null,null,0,null
30688578219,2025-04-01,Illinois,LOCAL,Town Council,0,1,5,Partisan,4.0000000000,1,3.91000000000000,3.9100000000,null,1,null
41020080982,2025-11-04,Colorado,LOCAL,School Board,0,0,null,Nonpartisan,1.0000000000,1,1.52000000000000,1.5200000000,null,1,null
30658687251,2025-04-01,Illinois,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,1.91000000000000,1.9100000000,null,0,null
23604846927,2024-11-05,California,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
23820863601,2024-11-05,Florida,CITY,Town Council,0,0,1,Nonpartisan,1.0000000000,1,1.57000000000000,1.5700000000,null,0,null
38349154155,2025-11-04,Massachusetts,CITY,Mayor,0,0,null,Nonpartisan,1.0000000000,1,1.35000000000000,1.3500000000,null,0,null
23957590016,2024-11-05,Tennessee,CITY,City Council,0,0,2,Nonpartisan,2.0000000000,1,2.34000000000000,2.3400000000,null,1,null
42072308573,2025-11-04,Iowa,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,2.61000000000000,2.6100000000,null,0,null
41411625647,2025-11-04,Pennsylvania,TOWNSHIP,null,0,0,null,null,null,1,null,null,null,1,null
23948868216,2024-11-05,Texas,LOCAL,Utilities Commissioner,0,0,5,Nonpartisan,2.0000000000,1,1.12000000000000,1.1200000000,null,0,null
31663710600,2025-04-15,New Jersey,LOCAL,School Board,0,0,10+,Nonpartisan,3.0000000000,1,0.71000000000000,0.7100000000,null,0,null
30899585026,2025-04-01,Massachusetts,null,Other,0,0,1,Nonpartisan,1.0000000000,1,2.30000000000000,2.3000000000,null,1,null
34883645049,2025-11-04,Washington,CITY,Mayor,0,0,null,Nonpartisan,1.0000000000,1,0.93000000000000,0.9300000000,null,1,null
38548920348,2025-11-04,Georgia,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.87000000000000,1.8700000000,null,0,null
39234466856,2025-11-04,Idaho,CITY,City Council,0,0,null,null,null,1,null,null,null,0,null
22908535925,2024-11-05,Texas,CITY,City Council,0,0,1,Nonpartisan,1.0000000000,1,2.16000000000000,2.1600000000,null,1,null
38726734638,2025-11-04,Ohio,TOWNSHIP,Town Council,0,1,null,Nonpartisan,1.0000000000,1,2.59000000000000,2.5900000000,null,1,null
39698544904,2025-11-04,Georgia,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,3.25000000000000,3.2500000000,null,0,null
29172026456,2025-04-01,Illinois,LOCAL,School Board,0,1,3,Nonpartisan,3.0000000000,1,4.32000000000000,4.3200000000,null,1,null
34886191129,2025-11-04,Ohio,LOCAL,Town Council,0,1,null,Nonpartisan,2.0000000000,1,3.06000000000000,3.0600000000,null,0,null
23055100774,2024-11-05,South Carolina,LOCAL,School Board,0,0,9,Nonpartisan,3.0000000000,1,0.68000000000000,0.6800000000,null,0,null
20241807957,2024-11-05,Pennsylvania,STATE,Statewide/Governor,0,0,4,Partisan,1.0000000000,1,0.05000000000000,0.0500000000,null,0,null
32722052772,2025-05-20,null,Local,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.89000000000000,1.8900000000,null,1,null
22764295845,2024-11-05,Kentucky,CITY,City Council,1,1,7,Nonpartisan,6.0000000000,1,4.37000000000000,4.3700000000,null,1,null
39281545844,2025-11-04,Ohio,CITY,Town Council,1,0,null,Nonpartisan,4.0000000000,1,1.49000000000000,1.4900000000,null,1,null
21695199034,2025-05-20,Maryland,COUNTY,null,0,0,null,Partisan,1.0000000000,1,1.50000000000000,1.5000000000,null,0,null
39704873238,2025-11-04,Pennsylvania,CITY,null,0,0,null,null,null,1,null,null,null,1,null
31669282993,2025-04-01,Illinois,CITY,City Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
31780539940,2025-05-03,Texas,CITY,Mayor,0,0,2,Nonpartisan,1.0000000000,1,0.85000000000000,0.8500000000,null,1,null
31029100213,2025-05-03,Texas,LOCAL,null,0,0,null,Nonpartisan,1.0000000000,1,2.30000000000000,2.3000000000,null,0,null
41190434155,2025-11-04,New Mexico,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,0.77000000000000,0.7700000000,null,0,null
23964691025,2024-11-05,Indiana,LOCAL,School Board,1,0,1,Nonpartisan,1.0000000000,1,2.48000000000000,2.4800000000,null,0,null
20341727335,2024-05-04,Texas,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
32149147527,2025-05-03,Texas,LOCAL,School Board,0,0,1,Nonpartisan,1.0000000000,1,1.61000000000000,1.6100000000,null,0,null
36774201169,2025-11-04,Ohio,LOCAL,School Board,0,0,null,Nonpartisan,3.0000000000,1,1.41000000000000,1.4100000000,null,0,null
22291023428,2024-11-05,Michigan,LOCAL,School Board,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
39134657136,2025-11-04,Iowa,CITY,null,0,0,null,null,null,1,null,null,null,0,null
31044866218,2025-04-08,Missouri,CITY,City Council,0,1,1,Nonpartisan,1.0000000000,1,3.56000000000000,3.5600000000,null,1,null
40737447833,2025-11-04,Iowa,CITY,City Council,1,0,null,null,1.0000000000,1,null,null,null,0,null
37066787493,2025-11-04,Georgia,CITY,null,0,0,null,Nonpartisan,1.0000000000,1,1.65000000000000,1.6500000000,null,0,null
23905376952,2024-11-05,Tennessee,CITY,City Council,1,0,5,Nonpartisan,3.0000000000,1,2.07000000000000,2.0700000000,null,1,null
39710946665,2025-11-04,South Carolina,CITY,null,0,0,null,null,null,1,null,null,null,0,null
23088705025,2024-11-05,Minnesota,CITY,City Council,1,0,2,Nonpartisan,1.0000000000,1,1.73000000000000,1.7300000000,null,0,null
35908061952,2025-11-04,Kansas,LOCAL,School Board,1,0,3,Nonpartisan,3.0000000000,1,1.53000000000000,1.5300000000,null,1,null
23308967185,2024-11-05,Florida,LOCAL,Utilities Commissioner,0,1,0,Nonpartisan,1.0000000000,1,3.56000000000000,3.5600000000,null,1,null
39302344791,2025-11-04,New Mexico,Local,Town Council,0,0,null,Nonpartisan,3.0000000000,1,1.04000000000000,1.0400000000,null,0,null
31378095892,2025-04-01,Wisconsin,LOCAL,City Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
23575320099,2024-11-05,Minnesota,CITY,Mayor,1,0,1,Nonpartisan,1.0000000000,1,1.68000000000000,1.6800000000,null,1,null
28378102093,2025-04-01,Illinois,LOCAL,School Board,1,1,7,Nonpartisan,4.0000000000,1,3.99000000000000,3.9900000000,null,1,null
37041823049,2025-11-04,Ohio,CITY,null,0,0,null,Nonpartisan,1.0000000000,1,0.89000000000000,0.8900000000,null,1,null
32164531220,2025-05-03,Texas,CITY,City Council,0,0,2,Nonpartisan,1.0000000000,1,0.94000000000000,0.9400000000,null,0,null
38800488825,2025-10-07,Nebraska,null,Other,0,0,null,null,null,1,null,null,null,0,null
30395752729,2025-04-01,Illinois,LOCAL,School Board,0,1,2,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,1,null
34897638018,2025-11-04,North Carolina,CITY,Town Council,0,0,null,Nonpartisan,6.0000000000,1,2.71000000000000,2.7100000000,null,1,null
39098624825,2025-11-04,Ohio,LOCAL,School Board,0,0,null,Nonpartisan,2.0000000000,1,1.33000000000000,1.3300000000,null,0,null
23452922006,2024-11-05,Michigan,LOCAL,School Board,0,0,1,Nonpartisan,3.0000000000,1,2.69000000000000,2.6900000000,null,0,null
39590542888,2025-11-04,Colorado,LOCAL,School Board,0,0,null,Nonpartisan,3.0000000000,1,1.84000000000000,1.8400000000,null,0,null
33003957936,2025-05-20,Massachusetts,CITY,Other,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
35020503969,2025-11-04,New York,CITY,null,0,0,null,Partisan,1.0000000000,1,0.98000000000000,0.9800000000,null,0,null
28355666498,2025-04-01,Oklahoma,LOCAL,School Board,1,0,1,Nonpartisan,1.0000000000,1,2.50000000000000,2.5000000000,null,1,null
42717766171,2025-11-04,Michigan,CITY,Mayor,0,0,null,null,null,1,null,null,2025-10-30T04:00:00.000,0,text
31952368953,2025-05-03,Texas,LOCAL,School Board,0,1,2,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,1,null
40776380065,2025-11-04,Minnesota,LOCAL,School Board,1,0,2,Nonpartisan,1.0000000000,1,2.19000000000000,2.1900000000,null,0,null
32047838807,2025-05-03,Texas,CITY,Mayor,1,0,10+,Nonpartisan,1.0000000000,1,0.47000000000000,0.4700000000,null,0,null
41610522380,2025-11-04,Iowa,CITY,City Council,0,0,null,Nonpartisan,2.0000000000,1,2.61000000000000,2.6100000000,null,0,null
29464997662,2025-06-03,Mississippi,CITY,Mayor,0,0,1,Partisan,1.0000000000,1,1.62000000000000,1.6200000000,null,0,null
25277465480,2024-11-05,Florida,CITY,City Council,1,1,6,Nonpartisan,3.0000000000,1,3.57000000000000,3.5700000000,null,0,null
31368133405,2025-04-01,Illinois,LOCAL,Clerk/Treasurer,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
23728191040,2024-11-05,California,CITY,City Council,1,0,3,Nonpartisan,2.0000000000,1,2.48000000000000,2.4800000000,null,1,null
38893185148,2025-11-04,Kansas,CITY,City Council,0,0,4,Nonpartisan,3.0000000000,1,1.43000000000000,1.4300000000,null,0,null
35984288609,2025-08-26,Alabama,CITY,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.72000000000000,1.7200000000,null,0,null
43482389139,2025-11-04,Mississippi,STATE,null,0,0,null,null,null,1,null,null,null,0,null
42298326839,2025-11-04,Iowa,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,3.67000000000000,3.6700000000,null,1,null
23042900351,2024-11-05,Virginia,CITY,Town Council,1,0,4,Nonpartisan,3.0000000000,1,2.80000000000000,2.8000000000,null,0,null
31444463710,2025-11-04,Ohio,CITY,null,0,0,null,Nonpartisan,6.0000000000,1,1.22000000000000,1.2200000000,null,0,null
23440872269,2024-11-05,Michigan,LOCAL,School Board,1,0,4,Nonpartisan,4.0000000000,1,2.69000000000000,2.6900000000,null,1,null
25136159553,2024-11-05,California,CITY,City Council,0,0,4,Nonpartisan,2.0000000000,1,1.21000000000000,1.2100000000,null,1,null
23882575435,2024-11-05,Missouri,State,State House,1,0,1,Partisan,0E-10,1,null,null,null,0,null
37010240004,2025-11-04,Virginia,CITY,Town Council,0,0,null,Nonpartisan,3.0000000000,1,3.06000000000000,3.0600000000,null,1,null
42034075953,2025-11-04,Washington,LOCAL,School Board,0,0,1,Nonpartisan,1.0000000000,1,1.17000000000000,1.1700000000,null,0,null
32991192579,2025-11-04,New Jersey,LOCAL,null,0,0,null,Partisan,2.0000000000,1,2.63000000000000,2.6300000000,null,0,null
30558441644,2025-03-04,South Carolina,CITY,City Council,0,1,1,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,0,null
41663116700,2025-11-04,Utah,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,0.97000000000000,0.9700000000,null,0,null
21850364068,2024-11-05,Florida,LOCAL,Utilities Commissioner,1,0,3,Nonpartisan,1.0000000000,1,1.29000000000000,1.2900000000,null,0,null
25030352459,2024-11-05,Minnesota,LOCAL,School Board,0,1,4,Nonpartisan,3.0000000000,1,3.73000000000000,3.7300000000,null,1,null
36797142834,2025-11-04,North Carolina,CITY,Town Council,0,0,null,Nonpartisan,1.0000000000,1,2.21000000000000,2.2100000000,null,0,null
37259446703,2025-11-04,Massachusetts,CITY,City Council,0,1,null,Nonpartisan,2.0000000000,1,3.58000000000000,3.5800000000,null,0,null
40622532507,2025-11-04,Iowa,LOCAL,Other,0,0,null,null,2.0000000000,1,null,null,null,0,null
33378919264,2025-05-20,Oregon,LOCAL,Other,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
35246775666,2025-11-04,Utah,CITY,City Council,0,0,1,Nonpartisan,1.0000000000,1,1.06000000000000,1.0600000000,null,1,null
31163002373,2025-04-01,Illinois,CITY,Town Council,0,1,2,Nonpartisan,3.0000000000,1,5.00000000000000,5.0000000000,null,1,null
32359281295,2025-05-03,Texas,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
30758790053,2025-11-04,Colorado,CITY,null,0,0,null,Nonpartisan,2.0000000000,1,1.76000000000000,1.7600000000,null,0,null
34498157647,2025-06-10,West Virginia,CITY,City Council,0,0,5,Nonpartisan,1.0000000000,1,0.41000000000000,0.4100000000,null,0,null
23761860483,2024-11-05,Maine,CITY,Town Council,0,0,2,Nonpartisan,2.0000000000,1,2.62000000000000,2.6200000000,null,1,null
41389487258,2025-11-04,Georgia,CITY,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.66000000000000,1.6600000000,null,0,null
25846227516,2025-11-04,Pennsylvania,LOCAL,Town Council,0,0,null,Partisan,1.0000000000,1,0.51000000000000,0.5100000000,null,0,null
37991864069,2025-11-04,New York,TOWNSHIP,Other,1,0,null,Partisan,1.0000000000,1,1.18000000000000,1.1800000000,null,0,null
31599147919,2025-04-01,Wisconsin,LOCAL,Town Council,0,0,3,Nonpartisan,2.0000000000,1,1.95000000000000,1.9500000000,null,1,null
32219178254,2025-05-03,Texas,CITY,City Council,1,0,0,Nonpartisan,1.0000000000,1,4.99000000000000,4.9900000000,null,1,null
22427316635,2024-11-05,North Dakota,COUNTY,County Supervisor,0,1,1,Nonpartisan,1.0000000000,1,3.11000000000000,3.1100000000,null,0,null
31522213243,2025-11-04,Washington,LOCAL,null,0,0,null,Nonpartisan,1.0000000000,1,1.25000000000000,1.2500000000,null,0,null
21630067746,2024-11-05,Minnesota,CITY,City Council,0,0,1,Nonpartisan,2.0000000000,1,4.99000000000000,4.9900000000,null,1,null
36247361593,2025-11-04,Kansas,LOCAL,Other,1,0,null,Nonpartisan,3.0000000000,1,1.41000000000000,1.4100000000,null,1,null
30396075325,2025-05-03,Texas,CITY,Mayor,0,0,2,Nonpartisan,1.0000000000,1,0.85000000000000,0.8500000000,null,0,null
32324739117,2025-05-20,Oregon,LOCAL,Other,0,1,2,Nonpartisan,1.0000000000,1,1.56000000000000,1.5600000000,null,1,null
32585118555,2025-05-03,Texas,LOCAL,School Board,0,0,5,Nonpartisan,3.0000000000,1,1.30000000000000,1.3000000000,null,0,null
33685161571,2025-11-04,Washington,null,Other,0,0,2,Nonpartisan,1.0000000000,1,0.55000000000000,0.5500000000,null,0,null
37656991038,2025-11-04,Georgia,CITY,City Council,0,0,null,Nonpartisan,1.0000000000,1,1.87000000000000,1.8700000000,null,0,null
39848091569,2025-11-04,Georgia,CITY,Mayor,0,0,3,Nonpartisan,1.0000000000,4,1.43000000000000,1.4300000000,2025-10-24T04:00:00.000,0,text
35665434764,2025-11-04,null,County,Other,0,0,9,Nonpartisan,3.0000000000,1,1.45000000000000,1.4500000000,null,0,null
23065276707,2025-04-01,Illinois,null,null,0,0,3,Partisan,4.0000000000,1,5.00000000000000,5.0000000000,null,1,null
23595383355,2024-11-05,Nebraska,CITY,City Council,0,0,1,Nonpartisan,1.0000000000,1,2.23000000000000,2.2300000000,null,1,null
19747887723,2024-11-05,Nevada,STATE,School Board,1,0,1,Nonpartisan,1.0000000000,1,2.38000000000000,2.3800000000,null,0,null
23734594084,2024-11-05,California,CITY,City Council,1,0,1,Nonpartisan,1.0000000000,1,2.40000000000000,2.4000000000,null,0,null
23778986378,2024-11-05,Minnesota,CITY,City Council,0,1,1,Nonpartisan,2.0000000000,1,5.00000000000000,5.0000000000,null,1,null
38960957290,2025-11-04,Ohio,LOCAL,School Board,0,0,null,null,null,1,null,null,null,1,null
37333406773,2025-11-04,North Carolina,LOCAL,School Board,0,1,null,Nonpartisan,3.0000000000,1,3.83000000000000,3.8300000000,null,1,null
29746170200,2025-04-01,Wisconsin,CITY,City Council,0,1,0,Nonpartisan,1.0000000000,1,5.00000000000000,5.0000000000,null,1,null
38513482677,2025-11-04,Ohio,Local,Town Council,0,1,null,Nonpartisan,2.0000000000,1,3.06000000000000,3.0600000000,null,1,null
22510213641,2024-11-05,Texas,CITY,City Council,1,0,5,Nonpartisan,1.0000000000,1,0.90000000000000,0.9000000000,null,0,null
38386547018,2025-08-26,Alabama,CITY,Mayor,0,0,2,Nonpartisan,1.0000000000,1,1.31000000000000,1.3100000000,null,0,null
38950608185,2025-11-04,North Carolina,CITY,Town Council,0,0,null,Nonpartisan,5.0000000000,1,2.53000000000000,2.5300000000,null,0,null
36901553929,2025-11-04,Virginia,LOCAL,School Board,0,0,3,Nonpartisan,3.0000000000,1,2.66000000000000,2.6600000000,null,1,null
22894085194,2024-11-05,Minnesota,CITY,Mayor,1,1,1,Nonpartisan,1.0000000000,1,4.13000000000000,4.1300000000,null,1,null
32448486508,2025-05-03,Texas,Local,Other,1,0,1,Nonpartisan,1.0000000000,1,2.53000000000000,2.5300000000,null,0,null
37004148916,2025-11-04,Georgia,CITY,City Council,0,0,null,Nonpartisan,3.0000000000,1,2.36000000000000,2.3600000000,null,1,null
22984856913,2024-11-05,New Jersey,LOCAL,School Board,1,0,6,Nonpartisan,3.0000000000,1,2.78000000000000,2.7800000000,null,0,null
23356129289,2024-11-05,Minnesota,CITY,Mayor,1,0,3,Nonpartisan,1.0000000000,1,1.23000000000000,1.2300000000,null,1,null
36250974891,2025-11-04,Kansas,CITY,City Council,1,0,2,Nonpartisan,1.0000000000,1,1.01000000000000,1.0100000000,null,1,null
36556853771,2025-08-26,Alabama,CITY,City Council,1,0,null,Nonpartisan,1.0000000000,1,1.72000000000000,1.7200000000,null,1,null
37671873118,2025-11-04,Virginia,COUNTY,County Supervisor,0,0,null,Nonpartisan,1.0000000000,1,1.86000000000000,1.8600000000,null,1,null
22678929057,2024-11-05,California,CITY,Clerk/Treasurer,1,0,1,Nonpartisan,1.0000000000,1,2.36000000000000,2.3600000000,null,0,null
39356274243,2025-11-04,South Carolina,CITY,null,0,0,null,null,null,1,null,null,null,0,null
38795875344,2025-11-04,North Carolina,CITY,Town Council,1,0,null,Nonpartisan,null,1,null,null,null,1,null
35663069705,2025-11-04,Kansas,CITY,City Council,0,1,null,Nonpartisan,1.0000000000,1,2.35000000000000,2.3500000000,null,1,null
39085429816,2025-11-04,Ohio,CITY,Town Council,0,0,null,Nonpartisan,3.0000000000,1,1.34000000000000,1.3400000000,null,1,null
23370907014,2024-11-05,Rhode Island,CITY,Mayor,0,0,1,Partisan,1.0000000000,1,0.98000000000000,0.9800000000,null,0,null
38687355411,2025-11-04,New York,CITY,City Council,1,0,3,Partisan,1.0000000000,1,1.08000000000000,1.0800000000,null,0,null
38548920465,2025-11-04,Ohio,CITY,Town Council,0,1,6,Nonpartisan,4.0000000000,1,3.07000000000000,3.0700000000,null,0,null
