hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
37989547319,Georgia,Local,County Supervisor,Augusta Richmond County Commission District 4,2025-11-04,3.6500000000,Lost General,1992.0000000000,5259.0000000000
23328786998,Minnesota,CITY,City Council,Trosky City Council,2024-11-05,4.9900000000,Won General,35.0000000000,73.0000000000
23953531200,Texas,Local,School Board,School Board,2024-11-05,null,Won General,630.0000000000,2964.0000000000
30779942802,Minnesota,CITY,City Council,Orono City Council,2025-05-13,2.0900000000,Lost General,47.0000000000,857.0000000000
28767624338,South Carolina,CITY,Town Council,Cross Hill Town Council,2025-03-04,4.2300000000,Won General,null,null
32316161403,Washington,CITY,null,Liberty Lake City Council - Position 2,2025-11-04,1.0800000000,Won General,null,null
39277242138,New Mexico,Local,School Board,school board,2025-11-04,0.6600000000,Won General,null,null
35833321822,Utah,CITY,City Council,Draper City Council,2025-11-04,0.9700000000,Won General,4499.0000000000,8086.0000000000
41954036368,Ohio,CITY,Town Council,Richfield Village Council,2025-11-04,null,Lost General,null,null
31991687494,Texas,CITY,Mayor,Rice City Mayor,2025-05-03,5.0000000000,Won General,null,null
37893828001,Florida,CITY,City Council,Mascotte City Council - Seat 1,2025-11-04,1.8200000000,Not on Ballot,null,null
39585984929,New Mexico,Local,School Board,Ruidoso School Board School Board Member At Large,2025-11-04,0.9200000000,Lost General,null,null
22045277445,South Carolina,County,County Supervisor,York County Council - District 3,2024-11-05,null,Won General,null,null
21617958528,Arizona,CITY,City Council,Buckeye City Council - District 2,2024-11-05,1.9500000000,Won General,1262.0000000000,2075.0000000000
29671234443,Missouri,CITY,City Council,Chesterfield City Council - Ward 2,2025-04-08,2.4700000000,Won General,null,null
37913098776,Ohio,CITY,Other,Bedford Heights-For Member Of Charter Review Commission,2025-11-04,1.1300000000,Won General,595.0000000000,8645.0000000000
22586691964,California,LOCAL,School Board,Newport-Mesa Unified School Board - Area 6,2024-11-05,1.0100000000,Lost General,1794.0000000000,10253.0000000000
38594594080,Minnesota,CITY,City Council,Golden Valley City Council,2025-11-04,2.6700000000,Not on Ballot,null,null
33625088512,Oregon,COUNTY,School Board,"South Coast Education Service District Board - Position 7, At Large",2025-05-20,2.0300000000,Lost General,null,null
38362113200,Ohio,TOWNSHIP,Town Council,Van Wert County: Hoaglin Township Trustee,2025-11-04,1.4900000000,Won General,null,null
22375971855,Wisconsin,CITY,null,"Fitchburg City Council - District 2, Seat 3",2025-04-01,2.3200000000,Not on Ballot,null,null
38685191838,Alabama,CITY,City Council,Mobile City Council - District 6,2025-08-26,1.5800000000,Lost General,250.0000000000,5466.0000000000
25192017173,Florida,LOCAL,Other,Cypress Shadows Community Development District Board - Seat 1,2024-11-05,1.3900000000,Won General,364.0000000000,577.0000000000
37453423908,North Carolina,CITY,Town Council,Chadbourn Town Council,2025-11-04,2.5300000000,Lost General,null,null
35410542732,Washington,CITY,City Council,Clarkston City Council - Position 2,2025-11-04,0.9900000000,Lost General,null,null
31648383601,Missouri,LOCAL,School Board,School Board,2025-04-08,1.7400000000,Lost General,179.0000000000,882.0000000000
35838494118,Washington,LOCAL,School Board,Mount Vernon District 320 School Board - District 4,2025-11-04,1.1700000000,Won General,null,null
39851959591,Georgia,CITY,City Council,Morrow City Council - Post 1,2025-11-04,1.6600000000,Won General,null,null
23336286062,Minnesota,LOCAL,School Board,Ivanhoe School Board,2024-11-05,5.0000000000,Won General,646.0000000000,321.0000000000
39513378851,New Mexico,Local,City Council,Las Vegas City Council Ward 3,2025-11-03,0.5400000000,Lost General,null,null
32642887997,null,CITY,City Council,Bloomington City Commissioner 2,2025-05-03,4.9900000000,Won General,null,null
41707328293,Iowa,CITY,City Council,Bayard City Council,2025-11-04,4.0200000000,Won General,null,null
23307283486,California,LOCAL,School Board,Baldwin Park Unified School Board,2024-11-05,2.7400000000,Lost General,3617.0000000000,30732.0000000000
40059156839,Ohio,Local,School Board,Madison-Champaign Educational Service Center Board,2025-11-04,null,Won General,null,null
23403624266,California,LOCAL,School Board,Tulare City School Board - Area 2,2024-11-05,3.6400000000,Won General,null,null
23536620675,Minnesota,LOCAL,School Board,Floodwood School Board,2024-11-05,5.0000000000,Won General,562.0000000000,507.0000000000
30790820740,South Dakota,CITY,City Council,Spearfish City Council - Ward 1,2025-04-08,0.8900000000,Lost General,131.0000000000,571.0000000000
42338310322,New York,CITY,null,Fredonia Village Council,2025-11-04,null,Not on Ballot,null,null
23945694629,Iowa,LOCAL,Town Council,Cerro Gordo County: Falls Township Trustee,2024-11-05,3.6400000000,Lost General,null,null
22504452950,Virginia,CITY,Town Council,Brookneal Town Council,2024-11-05,5.0000000000,Won General,166.0000000000,613.0000000000
39166751031,Minnesota,CITY,City Council,Golden Valley City Council,2025-11-04,2.4100000000,Lost General,null,null
33136657962,Massachusetts,CITY,Town Council,Falmouth Town Meeting Board - Precinct 9,2025-05-20,4.1400000000,Won General,368.0000000000,4869.0000000000
34359882117,Ohio,LOCAL,Town Council,Wayne County: Baughman Township Trustee,2025-11-04,3.0600000000,Won General,null,null
31655469224,Missouri,CITY,City Council,City Council,2025-04-08,1.9200000000,Lost General,null,null
37448692793,Washington,CITY,Town Council,Twisp Town Council - Position 1,2025-11-04,1.3200000000,Won General,null,null
38240169487,Alabama,CITY,City Council,Carbon Hill City Council - District 5,2025-08-26,1.7200000000,Lost General,null,null
23785996296,New Jersey,LOCAL,School Board,Hackensack School Board,2024-11-05,3.7900000000,Lost General,5235.0000000000,36328.0000000000
29799155003,Wisconsin,LOCAL,Clerk/Treasurer,Jefferson County: Koshkonong Town Board - Seat 1,2025-04-01,5.0000000000,Won General,null,null
32049864587,Texas,CITY,City Council,Live Oak City Council - Place 3,2025-05-03,3.5000000000,Won General,249.0000000000,354.0000000000
25164187950,California,Local,School Board,Palomar Community College Governing Board ,2024-11-05,null,Lost General,18712.0000000000,64739.0000000000
36071730208,Kansas,CITY,City Council,Abilene City Commission,2025-11-04,2.8400000000,Won General,null,null
22737673561,Louisiana,COUNTY,Judge,"Richland Parish Constable - Justice of the Peace, Ward 5",2024-12-07,1.3600000000,Lost General,872.0000000000,2535.0000000000
30612160901,Ohio,CITY,City Council,Toledo City Council - At Large,2025-11-04,1.1300000000,Lost General,null,null
23810995048,Nebraska,LOCAL,Utilities Commissioner,Northeast Nebraska Public Power District Board - Subdivision 1,2024-11-05,3.8100000000,Won General,756.0000000000,756.0000000000
39269054248,Florida,CITY,Town Council,Melbourne Village Town Commission,2025-11-04,3.9700000000,Won General,null,null
38594186595,Alabama,CITY,City Council,Rainbow City Council - Place 2,2025-08-26,1.9300000000,Lost General,null,null
32726227040,Oregon,LOCAL,School Board,Hood River County 1 School Board - Area 4,2025-05-20,4.9900000000,Won General,null,null
22161075222,Minnesota,COUNTY,County Supervisor,Dakota County Commission - District 5,2024-11-05,0.6600000000,Lost General,355.0000000000,3969.0000000000
34491833273,Ohio,LOCAL,Town Council,Hancock County: Delaware Township Trustee,2025-11-04,3.0600000000,Won General,null,null
34916781185,Pennsylvania,CITY,Mayor,Summerhill Borough Mayor,2025-11-04,0.3200000000,Won General,null,null
25637636621,Illinois,LOCAL,Town Council,Lake County: Libertyville Township Supervisor,2025-04-01,2.9000000000,Lost General,1986.0000000000,6950.0000000000
36393593627,North Carolina,CITY,City Council,Fayetteville City Council - District 7,2025-11-04,0.4800000000,Lost General,480.0000000000,2171.0000000000
36614712483,Kansas,CITY,City Council,Olpe City Council,2025-11-04,2.8400000000,Won General,null,null
30485907744,New York,STATE,Statewide/Governor,New York Supreme Court - District 5,2025-11-04,2.0300000000,Won General,null,null
34503468180,Pennsylvania,LOCAL,null,Perry County: Juniata Township Supervisor,2025-11-04,0.5100000000,Not on Ballot,null,null
23708081747,California,LOCAL,Utilities Commissioner,Penryn Fire Protection District Board,2024-11-05,3.4100000000,Lost General,null,null
40191455542,Iowa,CITY,Mayor,Huxley City Mayor,2025-11-04,null,Won General,null,null
23941784134,Kentucky,CITY,City Council,Elizabethtown City Council,2024-11-05,2.7100000000,Won General,4747.0000000000,42209.0000000000
29672120463,Florida,CITY,City Council,Miramar City Commission - Seat 1,2025-03-11,1.3600000000,Lost General,null,7338.0000000000
22882805168,Minnesota,LOCAL,School Board,Hibbing School Board,2024-11-05,2.6800000000,Lost General,2114.0000000000,null
23508952346,Minnesota,LOCAL,Clerk/Treasurer,Wabasha County: Greenfield Township Town Supervisor - Seat 3,2024-11-05,5.0000000000,Won General,139.0000000000,912.0000000000
19541200975,Nevada,CITY,Mayor,Mesquite City Mayor,2024-11-05,0.6700000000,Lost General,1181.0000000000,5912.0000000000
39424171796,New Mexico,CITY,City Council,Carlsbad City Council - Ward 1,2025-11-04,null,Lost General,null,null
30318690320,Vermont,CITY,Other,Calais Town Lister,2025-03-12,5.0000000000,Won General,320.0000000000,320.0000000000
22619329157,Kentucky,CITY,Mayor,Elkhorn City Mayor,2024-11-05,2.9400000000,Won General,264.0000000000,409.0000000000
31772732492,Missouri,CITY,City Council,El Dorado Springs City Council,2025-04-08,2.3900000000,Won General,null,null
38426231952,Washington,LOCAL,School Board,West Valley District 208 School Board - District 2,2025-11-04,1.1700000000,Won General,null,null
25283588258,Minnesota,LOCAL,Clerk/Treasurer,Aitkin County: Millward Township Treasurer,2024-11-05,4.9900000000,Won General,104.0000000000,104.0000000000
22163745065,Kentucky,CITY,Mayor,Walton City Mayor,2024-11-05,3.5300000000,Won General,1424.0000000000,2071.0000000000
30899645770,Illinois,CITY,Town Council,Beecher Village Council,2025-04-01,2.8300000000,Won General,305.0000000000,1237.0000000000
25005044748,New Jersey,LOCAL,School Board,East Rutherford School Board,2024-11-05,5.0000000000,Lost General,778.0000000000,4631.0000000000
31432266303,Texas,CITY,null,Denton City Council - Place 1,2025-05-03,1.5500000000,Cannot Determine,null,null
35640389730,Washington,LOCAL,School Board,Central Kitsap District 401 School Board - District 5,2025-11-04,1.1700000000,Lost General,null,null
35849593409,North Carolina,CITY,Town Council,Cramerton Town Council,2025-11-04,2.7100000000,Won General,null,null
30312093361,Vermont,CITY,City Council,Rutland City Council,2025-03-04,3.6200000000,Won General,1656.0000000000,10448.0000000000
33232791683,Massachusetts,CITY,Other,Carlisle Planning Board,2026-03-14,0.4200000000,Lost General,504.0000000000,3186.0000000000
32224660902,Ohio,null,null,"President, Regionals Student Government",2025-05-05,null,Cannot Determine,null,null
23310258758,Minnesota,LOCAL,School Board,Granada-Huntley-East Chain School Board,2024-11-05,2.6800000000,Won General,745.0000000000,2316.0000000000
32158448807,Oregon,LOCAL,Other,Nehalem Port District Board - Position 3,2025-05-20,3.4700000000,Not on Ballot,null,null
39186429820,Michigan,CITY,City Council,Ithaca City Council,2025-11-04,2.4100000000,Won General,null,null
23898360398,Texas,County,Utilities Commissioner,Water Control and Improvement Board,2024-11-05,null,Won General,839.0000000000,2739.0000000000
31252164181,Mississippi,CITY,Mayor,Potts Camp Town Mayor,2025-06-03,1.8500000000,Lost General,36.0000000000,117.0000000000
22311837589,North Carolina,CITY,Town Council,Dover Town Council,2024-11-05,1.2600000000,Won General,93.0000000000,789.0000000000
29538253962,Illinois,LOCAL,School Board,Iroquois West 10 School Board,2025-04-01,5.0000000000,Won General,null,null
38588805130,Alaska,LOCAL,School Board,"Southeast Island School Board - Section 1, Seat B",2025-10-07,3.5800000000,Won General,null,null
39268740260,Florida,CITY,City Council,Marathon City Council,2025-11-04,2.0700000000,Lost General,null,null
50330265179,Ohio,LOCAL,School Board,Strongsville City School District Board,2025-11-04,1.3300000000,Lost General,4409.0000000000,14330.0000000000
39095777930,Ohio,CITY,City Council,Deer Park City Council - At Large,2025-11-04,1.1300000000,Lost General,null,null
36482395047,Kansas,LOCAL,School Board,Emporia USD 253 School Board,2025-11-04,3.1100000000,Won General,null,null
33225560083,Oregon,Local,Other,Nehalem Bay Health District Board - Position 5,2025-05-20,5.0000000000,Won General,null,null
31831749165,Texas,LOCAL,School Board,Hillsboro Independent School Board - At Large,2025-05-03,5.0000000000,Won General,null,null
34935809599,Washington,CITY,City Council,Bellevue City Council - Position 6,2025-11-04,1.0800000000,Not on Ballot,null,null
32359282325,Missouri,LOCAL,School Board,Knob Noster R-8 School Board,2025-04-08,2.9000000000,Not on Ballot,null,null
39291420028,Georgia,CITY,Mayor,Lula City Mayor,2025-11-04,1.4300000000,Lost General,null,null
30039058689,New Hampshire,CITY,Town Council,Windham Town Select Board,2025-03-11,2.3300000000,Won General,1429.0000000000,2618.0000000000
42711183941,Utah,CITY,Mayor,Sunset City Mayor,2025-11-04,0.8100000000,Lost General,253.0000000000,608.0000000000
22760703277,Florida,CITY,City Council,Hollywood City Commission - District 2,2024-11-05,1.5100000000,Won General,2911.0000000000,6627.0000000000
28502721403,Oklahoma,LOCAL,School Board,Keota School Board,2025-04-01,4.9800000000,Not on Ballot,null,null
28181128312,Oklahoma,LOCAL,School Board,Hammon School Board,2025-04-01,3.5800000000,Lost General,50.0000000000,138.0000000000
34821076640,Michigan,CITY,City Council,Lansing City Council - At Large,2025-11-04,2.6800000000,Not on Ballot,null,null
32857028775,Oregon,LOCAL,School Board,St. Helens 502 School Board - Seat 3,2025-05-20,2.4700000000,Lost General,808.0000000000,4070.0000000000
39226187693,Minnesota,CITY,Other,Minneapolis City Park and Recreation Board - At Large,2025-11-04,2.8100000000,Lost General,12079.0000000000,112714.0000000000
41320730921,Iowa,CITY,City Council,Swisher City Council,2025-11-04,null,Won General,null,null
22397267265,Rhode Island,LOCAL,School Board,Bristol-Warren Regional School Board - Bristol,2024-11-05,2.4400000000,Won General,5529.0000000000,18097.0000000000
37900498468,North Carolina,CITY,Town Council,Stem Town Council,2025-11-04,3.2400000000,Won General,93.0000000000,526.0000000000
36489441915,Massachusetts,LOCAL,null,Brockton School Committee - Ward 1,2025-11-04,1.9900000000,Lost General,null,null
37452518751,New Mexico,CITY,City Council,Roswell City Council - Ward 4,2025-11-04,0.5800000000,Lost General,507.0000000000,1062.0000000000
39282534517,Alaska,CITY,City Council,North Pole City Council,2025-10-07,2.2200000000,Won General,null,null
38759756360,Ohio,TOWNSHIP,Town Council,Fulton County: Royalton Township Trustee,2025-11-04,3.0700000000,Won General,null,null
38963786907,Ohio,CITY,Town Council,Williamsport Village Council,2025-11-04,1.4900000000,Won General,null,null
32623480677,Montana,LOCAL,School Board,"Three Forks School District, At-large",2025-05-06,4.9900000000,Lost General,369.0000000000,1012.0000000000
22241184384,New Jersey,LOCAL,School Board,Watchung Borough School Board,2024-11-05,2.7600000000,Won General,1429.0000000000,6730.0000000000
42711183941,Utah,CITY,Mayor,Sunset City Mayor,2025-11-04,0.8100000000,Lost General,253.0000000000,608.0000000000
41931217303,South Carolina,CITY,City Council,Charleston City Council - District 4,2025-11-04,1.7600000000,Lost General,null,null
39372512646,New Mexico,Local,Other,Soil & Water Board,2025-11-04,1.0000000000,Lost General,2193.0000000000,15060.0000000000
39709042569,New Mexico,Local,School Board,Roy School Board School Board Member At Large,2025-11-03,0.9200000000,Lost General,null,null
35997357226,Kansas,CITY,City Council,Pittsburg City Commission,2025-11-04,2.8400000000,Won General,null,null
41407116125,North Carolina,Local,Town Council,Como Town Council,2025-11-05,null,Won General,null,null
40252617089,New York,CITY,null,New York City Council - District 2,2025-11-04,null,Not on Ballot,null,null
37331571099,North Carolina,CITY,Town Council,Marshall Town Council,2025-11-04,3.6400000000,Won General,null,null
40625759860,New Mexico,LOCAL,School Board,Albuquerque School Board - District 3,2025-11-04,0.6600000000,Won General,null,null
32312658856,Massachusetts,CITY,Other,Southborough Planning Board,2026-05-12,4.9900000000,Won General,1416.0000000000,2020.0000000000
35690682747,Virginia,COUNTY,null,ustilo,2025-03-31,null,Cannot Determine,null,null
31730251934,null,Local,City Council,City Council,2025-04-08,null,Won General,null,null
25154080072,Florida,LOCAL,Other,Epperson Ranch Community Development District Board - Seat 5,2024-11-05,5.0000000000,Won General,null,null
23440009085,Oregon,COUNTY,Clerk/Treasurer,Polk County Treasurer,2024-11-05,3.4600000000,Won General,19430.0000000000,31865.0000000000
42185645907,Colorado,CITY,City Council,Manitou Springs City Council - Ward 1,2025-11-04,1.2000000000,Won General,null,null
33366059286,Oregon,LOCAL,Other,Calapooia Rural Fire Protection District Board - Position 5,2025-05-20,4.9900000000,Won General,null,null
36775606401,Montana,CITY,City Council,Bozeman City Commission,2025-11-04,1.8500000000,Lost General,null,null
38963090740,Massachusetts,CITY,City Council,Franklin Town City Council,2025-11-04,null,Won General,null,null
41713682255,Idaho,LOCAL,Other,Shelley-Firth Fire District Commission - Zone 2,2025-11-04,1.2500000000,Won General,null,null
38751505820,Washington,LOCAL,Other,"Onalaska Cemetery Board - District 6, Position 2",2025-11-04,2.5300000000,Won General,null,null
28626128449,Florida,CITY,City Council,Palm Beach Gardens City Council - Group 2,2025-03-11,1.3600000000,Lost General,null,null
22537110886,Texas,CITY,null,San Antonio City Council - Place 9,2025-05-03,2.0600000000,Not on Ballot,null,null
40256869205,New York,CITY,City Council,Gloversville City Council - At Large,2025-11-04,1.1400000000,Lost General,null,null
23434556024,Florida,CITY,City Council,Melbourne City Council - District 1,2024-11-05,2.2300000000,Won General,17408.0000000000,33214.0000000000
21855424366,Tennessee,CITY,City Council,Greenbrier City Council - Ward 3,2024-08-01,1.8700000000,Won General,null,null
41397360515,Mississippi,null,Other,Election Commissioner ,2025-11-04,null,Runoff,null,null
29929891479,null,Local,Other,Limited Road Service Area Board,2025-04-01,4.9900000000,Won General,null,null
32805381781,Oregon,LOCAL,null,"South Coast Education Service District (ESD) - Position 1, Zone 4",2025-05-20,1.5600000000,Lost General,1248.0000000000,2568.0000000000
35881346724,Kansas,LOCAL,School Board,Halstead USD 440 School Board - Position 4,2025-11-04,1.1500000000,Won General,null,null
34903134790,Pennsylvania,CITY,Other,Confluence Borough Collector,2025-11-04,1.3100000000,Won General,null,null
23529053508,New Jersey,LOCAL,School Board,Jamesburg Borough School Board,2024-11-05,4.2600000000,Won General,731.0000000000,2175.0000000000
33019692131,Oregon,LOCAL,School Board,Coquille 8 School Board - Seat 4,2025-05-20,2.0200000000,Won General,null,null
32341176162,Texas,CITY,City Council,Bertram City Council,2025-05-03,3.8100000000,Not on Ballot,null,null
38502581763,Ohio,TOWNSHIP,Town Council,Geauga County: Thompson Township Trustee,2025-11-04,3.0700000000,Won General,null,null
39445695846,Kansas,CITY,City Council,Bentley City Council,2025-11-04,2.3500000000,Won General,null,null
42157994506,Maryland,CITY,Town Council,Bel Air Town Commission,2025-11-04,2.6800000000,Lost General,null,null
35161321020,Washington,CITY,City Council,Lake Forest Park City Council - Position 1,2025-11-04,0.9100000000,Lost General,2497.0000000000,5565.0000000000
28326674325,Texas,CITY,City Council,Bastrop City Council - Place 1,2025-05-03,2.4000000000,Won General,870.0000000000,1242.0000000000
23830973728,California,LOCAL,School Board,ABC Unified School Board - District 5,2024-11-05,2.5200000000,Lost General,2189.0000000000,6163.0000000000
21115874165,Michigan,LOCAL,School Board,Haslett Public School Board,2024-11-05,5.0000000000,Won General,78.0000000000,151.0000000000
40348826252,Montana,CITY,City Council,Billings City Council - Ward 4,2025-11-04,1.4200000000,Won General,2370.0000000000,4454.0000000000
40629166964,North Carolina,CITY,Town Council,Stanley Town Council - Ward 2,2025-11-04,2.2100000000,Won General,411.0000000000,622.0000000000
23708203687,California,CITY,Mayor,Oxnard City Mayor,2024-11-05,0.9600000000,Lost General,3198.0000000000,34998.0000000000
30681589820,Illinois,CITY,Mayor,LaSalle City Mayor,2025-04-01,1.3800000000,Lost General,107.0000000000,1802.0000000000
23113752577,Minnesota,CITY,City Council,East Bethel City Council,2024-11-05,1.0400000000,Lost General,1812.0000000000,9841.0000000000
40096817562,Idaho,LOCAL,School Board,Midvale School Board - Zone 5,2025-11-04,1.1600000000,Lost General,null,null
40260135010,Iowa,CITY,City Council,Shellsburg City Council,2025-11-04,null,Won General,null,null
21729079169,Arizona,CITY,Town Council,Guadalupe Town Council,2024-11-05,5.0000000000,Won General,328.0000000000,993.0000000000
19406143820,Illinois,LOCAL,Clerk/Treasurer,Cook County: Berwyn Township Assessor,2025-02-25,1.8200000000,Not on Ballot,null,null
41424520352,Iowa,CITY,City Council,Villisca City Council,2025-11-04,2.1200000000,Won General,null,null
40359575673,New Hampshire,CITY,City Council,Nashua City Council - Ward 1,2025-11-04,null,Lost General,null,null
32583879018,Washington,LOCAL,Other,Wahkiakum County Cemetery District 1 Board - Position 2,2025-11-04,1.0800000000,Won General,null,1613.0000000000
35490475336,Ohio,CITY,City Council,Warren City Council - Ward 1,2025-11-04,2.1200000000,Won General,486.0000000000,763.0000000000
41006290695,Utah,CITY,City Council,Logan City Council,2025-11-04,null,Won General,null,null
24996180519,Wyoming,LOCAL,School Board,Sweetwater County 1 School Board - Rock Springs District,2024-11-05,4.9900000000,Lost General,2725.0000000000,8018.0000000000
37381884510,Alabama,CITY,Mayor,Coosada City Mayor,2025-08-26,1.4800000000,Won General,null,null
35474758168,Massachusetts,null,null,Cath ofice,2025-11-29,null,Cannot Determine,null,null
23109702995,California,LOCAL,School Board,Los Angeles Community College District Board - Seat 1,2024-11-05,1.0100000000,Lost General,184346.0000000000,1204574.0000000000
23783532945,Minnesota,CITY,City Council,Sandstone City Council,2024-11-05,5.0000000000,Won General,383.0000000000,816.0000000000
25277480013,Michigan,LOCAL,School Board,Detroit Community School District Board,2024-11-05,1.2400000000,Lost General,9051.0000000000,454612.0000000000
25175530382,Virginia,COUNTY,City Council,Staunton City Council,2024-11-05,3.3400000000,Won General,4475.0000000000,27061.0000000000
28178112516,Illinois,LOCAL,School Board,Indian Springs 109 School Board,2025-04-01,2.6900000000,Won General,884.0000000000,3724.0000000000
31356408875,Illinois,CITY,Mayor,Thornton Village President,2025-04-01,1.6100000000,Won General,236.0000000000,396.0000000000
26268850467,Pennsylvania,LOCAL,Town Council,Delaware County: Upper Chichester Township Commission - Ward 2,2025-11-04,0.5100000000,Not on Ballot,null,null
22215565111,Mississippi,CITY,null,Columbus City Council - Ward 5,2025-06-03,1.3800000000,Not on Ballot,null,null
42299920034,New Hampshire,LOCAL,School Board,"Rochester School Board - Ward 5, Seat A",2025-11-04,0.6800000000,Lost General,null,null
31042596769,Florida,CITY,City Council,Winter Haven City Commissioner,2025-11-04,4.9700000000,Runoff,1731.0000000000,4258.0000000000
23398817813,California,LOCAL,School Board,Paradise Unified School Board,2024-11-05,2.5800000000,Lost General,2642.0000000000,15354.0000000000
33310315130,Arkansas,LOCAL,School Board,Marion School Board - Zone 7,2025-05-20,2.0500000000,Won General,null,null
27987908866,Illinois,LOCAL,School Board,Steeleville 138 School Board,2025-04-01,2.6900000000,Won General,165.0000000000,537.0000000000
36391913845,Alabama,CITY,City Council,Citronelle City Council - District 4,2025-08-26,1.7200000000,Won General,null,null
29358791471,Wisconsin,LOCAL,School Board,Neenah Joint School Board,2025-04-01,1.8500000000,Lost General,4484.0000000000,34446.0000000000
23512921506,Oregon,COUNTY,Clerk/Treasurer,Jefferson County Treasurer,2024-11-05,2.3500000000,Lost General,3099.0000000000,8922.0000000000
39077532513,Massachusetts,CITY,null,Woburn City Council - Ward 1,2025-11-04,null,Not on Ballot,null,null
28964601233,Tennessee,CITY,City Council,Chattanooga City Council - District 5,2025-03-04,2.0500000000,Lost General,871.0000000000,2741.0000000000
36775145384,Utah,CITY,City Council,Cedar City Council,2025-11-04,1.4400000000,Not on Ballot,null,null
23257244954,Minnesota,CITY,City Council,Tracy City Council,2024-11-05,1.8100000000,Lost General,74.0000000000,2075.0000000000
35242502212,Alabama,CITY,Mayor,Sylacauga City Mayor,2025-08-26,1.4800000000,Lost General,null,null
36319223077,Kansas,CITY,Mayor,Spivey City Mayor,2025-11-04,0.8000000000,Won General,null,null
23399156775,Texas,Local,School Board,School Board,2024-11-05,null,Lost General,1619.0000000000,3860.0000000000
41349673036,Iowa,CITY,Mayor,Geneva City Mayor,2025-11-04,3.4400000000,Won General,null,null
32843125601,Oregon,LOCAL,Other,Greenacres Rural Fire Protection District Board - Position 4,2025-05-20,4.9900000000,Won General,81.0000000000,83.0000000000
23341409416,Minnesota,LOCAL,School Board,Cambridge Isanti School Board,2024-11-05,3.4200000000,Won General,7346.0000000000,29156.0000000000
