hubspot_id,state,office_level,office_type,candidate_office,election_date,is_uncontested,viability_score,general_election_result,general_votes_received,total_general_votes_cast
34119124104,Kansas,LOCAL,School Board,Kinsley-Offerle USD 347 School Board,2025-11-04,UnContested,3.1100000000,Won General,null,null
28559111235,Oklahoma,COUNTY,County Supervisor,Oklahoma County Commission - District 1,2025-04-01,Contested,0.8600000000,Lost General,915.0000000000,6572.0000000000
30304611089,Illinois,CITY,Clerk/Treasurer,Rockton Village Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
34370832515,Colorado,CITY,City Council,Brighton City Council - Ward 4,2025-11-04,UnContested,4.9900000000,Won General,null,null
30261393430,Illinois,LOCAL,School Board,Lockport 91 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30726844513,Wisconsin,CITY,City Council,City council,2025-04-01,UnContested,5.0000000000,Won General,null,null
28957317392,Illinois,LOCAL,School Board,Elmwood 322 School Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
28147040012,Illinois,CITY,City Council,Bloomington City Council - Ward 1,2025-04-01,Contested,2.6700000000,Won General,1393.0000000000,2402.0000000000
29861083234,Illinois,LOCAL,Town Council,St. Clair County: Engelmann Township Board,2025-04-01,UnContested,2.9700000000,Won General,null,null
28361626215,Illinois,LOCAL,School Board,Plainfield 202 School Board,2025-04-01,Contested,2.4200000000,Won General,null,null
28535056388,Illinois,LOCAL,School Board,Richland 88A School Board,2025-04-01,UnContested,4.3200000000,Won General,null,null
28925024918,Illinois,LOCAL,School Board,Springfield 186 School Board - District 1,2025-04-01,Contested,1.8500000000,Won General,1643.0000000000,2638.0000000000
22164562452,Virginia,COUNTY,City Council,Norfolk City Council - Superward 7,2024-11-05,Contested,2.2600000000,Lost General,244.0000000000,374.0000000000
30908165665,Wisconsin,Local,City Council,City council,2025-04-01,UnContested,4.9900000000,Won General,null,null
28964601233,Tennessee,CITY,City Council,Chattanooga City Council - District 5,2025-03-04,Contested,2.0500000000,Lost General,871.0000000000,2741.0000000000
31403899672,Wisconsin,LOCAL,Clerk/Treasurer,Waupaca County: Wyoming Town Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
29970869942,Wisconsin,LOCAL,Sheriff,Brown County: Scott Town Constable,2025-04-01,UnContested,5.0000000000,Won General,null,null
38804788637,Minnesota,CITY,City Council,Golden Valley City Council,2025-11-04,Contested,2.4100000000,Won General,null,null
30745643051,Illinois,CITY,Mayor,Steger Village President,2025-04-01,Contested,1.7700000000,Lost General,182.0000000000,1289.0000000000
29350304099,South Carolina,CITY,City Council,Laurens City Council - District 4,2025-03-04,Contested,1.4500000000,Won General,58.0000000000,73.0000000000
33651729226,Oregon,LOCAL,Other,Northern Wasco County Parks and Recreation District Board - Position 1,2025-05-20,UnContested,5.0000000000,Won General,null,null
30902444350,Illinois,CITY,Town Council,Homer Glen Village Board,2025-04-01,Contested,1.3700000000,Lost General,349.0000000000,7498.0000000000
33807808949,Ohio,LOCAL,Town Council,Coshocton County: Franklin Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,149.0000000000,546.0000000000
35694482723,Ohio,CITY,City Council,Westerville City Council,2025-11-04,UnContested,2.6000000000,Won General,null,null
29346616078,Oklahoma,CITY,City Council,Altus City Council - Ward 1,2025-04-01,Contested,2.3700000000,Lost General,null,null
29667528069,New Jersey,LOCAL,School Board,Burlington Township School Board,2024-11-05,Contested,1.7600000000,Won General,3933.0000000000,21909.0000000000
30546575876,Illinois,LOCAL,Clerk/Treasurer,Madison County: Foster Township Clerk,2025-04-01,UnContested,4.9900000000,Won General,null,null
28932060460,Illinois,LOCAL,School Board,Lockport Township 205 School Board,2025-04-01,UnContested,1.5200000000,Won General,null,null
32422676807,Texas,CITY,City Council,Somerville City Council,2025-05-03,UnContested,5.0000000000,Won General,null,null
29307377410,Illinois,Local,Utilities Commissioner,Helen M. Plum Memorial Public Library District,2025-04-01,Contested,2.1700000000,Lost General,1755.0000000000,27173.0000000000
18978930200,Massachusetts,CITY,Other,Belmont Town Moderator,2025-04-01,UnContested,1.2900000000,Won General,2133.0000000000,4257.0000000000
29809146701,Washington,CITY,City Council,Ruston City Council - Position 4,2025-11-04,UnContested,2.3900000000,Won General,null,null
30199338509,Wisconsin,CITY,City Council,Eau Claire City Council - At Large,2025-04-01,Contested,3.7100000000,Won General,13283.0000000000,74425.0000000000
28316764947,Oklahoma,LOCAL,School Board,Mill Creek School Board,2025-04-01,UnContested,5.0000000000,Cannot Determine,null,null
30207903403,Wisconsin,LOCAL,Clerk/Treasurer,Rock County: Porter Town Chair,2025-04-01,UnContested,4.9900000000,Won General,null,null
29720314188,Illinois,LOCAL,Town Council,Madison County: Nameoki Township Supervisor,2025-04-01,Contested,3.8800000000,Won General,530.0000000000,845.0000000000
30632056460,Illinois,LOCAL,School Board,Libertyville 70 School Board,2025-04-01,Contested,3.5200000000,Won General,2298.0000000000,13417.0000000000
30929766299,Illinois,LOCAL,School Board,North Greene School Board 3,2025-04-01,UnContested,5.0000000000,Won General,null,null
31457135020,Oklahoma,CITY,Town Council,Slaughterville Town Board,2025-04-01,Contested,1.7000000000,Won General,215.0000000000,307.0000000000
31037089458,Illinois,Local,School Board,School Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
34726974356,Ohio,LOCAL,Town Council,Allen County: Amanda Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,null,null
31527775851,Wisconsin,LOCAL,Town Council,Marathon County: Day Town Board,2025-04-01,Contested,2.7100000000,Lost General,214.0000000000,724.0000000000
29363536935,Illinois,LOCAL,Town Council,Logan County: Eminence Township Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
30824152173,Illinois,Local,Town Council,Township Board,2025-04-01,Contested,3.6600000000,Won General,2563.0000000000,7390.0000000000
29352791052,Illinois,LOCAL,School Board,Harlem 122 School Board,2025-04-01,Contested,2.6300000000,Won General,1607.0000000000,14841.0000000000
28153515192,Illinois,LOCAL,School Board,Peoria 150 School Board - District 3,2025-04-01,UnContested,4.9900000000,Won General,null,null
31011041444,Wisconsin,CITY,City Council,Oconomowoc City Council - District 2,2025-04-01,Contested,1.6600000000,Won General,902.0000000000,1777.0000000000
30910018709,Illinois,LOCAL,Other,Glenview Park District Board,2025-04-01,Contested,2.7600000000,Lost General,1660.0000000000,10839.0000000000
30733348400,Wisconsin,Local,City Council,City council,2025-04-01,UnContested,5.0000000000,Won General,null,null
35127070247,Ohio,LOCAL,School Board,Columbiana Exempted Village School Board,2025-11-04,UnContested,2.8800000000,Lost General,null,null
29810237214,Wisconsin,CITY,City Council,Waukesha City Council - District 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
28010277256,Illinois,LOCAL,School Board,Avoca 37 School Board,2025-04-01,UnContested,1.5200000000,Won General,null,null
28166825089,Illinois,LOCAL,School Board,Harlem School District - 122,2025-04-01,Contested,0.8500000000,Won General,1589.0000000000,14841.0000000000
28183994760,Illinois,LOCAL,School Board,Lemont Township 210 School Board,2025-04-01,Contested,1.9300000000,Lost General,1014.0000000000,8004.0000000000
29647513362,Oklahoma,LOCAL,School Board,Morrison School Board,2025-04-01,UnContested,2.5000000000,Won General,null,null
22451311964,Kentucky,LOCAL,School Board,Anderson County Soil and Water Conservation District Board,2026-11-03,Contested,2.8300000000,Lost General,826.0000000000,2098.0000000000
28309619596,Oklahoma,LOCAL,School Board,Rattan School Board - Office 5,2025-04-01,UnContested,3.5800000000,Lost General,10.0000000000,115.0000000000
28005826187,Oklahoma,LOCAL,School Board,Freedom School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28974351360,Illinois,LOCAL,Utilities Commissioner,Butterfield Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29809773927,Wisconsin,LOCAL,Town Council,Jefferson County: Concord Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34644977529,Iowa,LOCAL,School Board,Decorah Community School Board,2025-11-04,UnContested,4.1800000000,Won General,null,null
23443197806,Arkansas,COUNTY,Sheriff,Pulaski County Constable - Big Rock Township,2024-11-05,Contested,1.0200000000,Won General,30221.0000000000,57470.0000000000
29720474113,Wisconsin,LOCAL,School Board,Green Bay Area Public School Board,2025-04-01,Contested,3.1600000000,Won General,17402.0000000000,92341.0000000000
31078139136,Wisconsin,City,City Council,City council,2025-04-01,UnContested,5.0000000000,Won General,null,null
28325780810,Illinois,LOCAL,Utilities Commissioner,Lake County: Fremont Township Highway Commission,2025-04-01,UnContested,5.0000000000,Won General,null,null
33383140966,Kansas,LOCAL,School Board,Russell County USD 407 School Board - Position 4,2025-11-04,UnContested,3.1100000000,Won General,886.0000000000,3354.0000000000
29691986475,Illinois,LOCAL,Clerk/Treasurer,Madison County: Nameoki Township Clerk,2025-04-01,Contested,1.6800000000,Lost General,339.0000000000,827.0000000000
31387314606,Wisconsin,LOCAL,City Council,Fond du Lac County: Rosendale Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
35737605240,Texas,LOCAL,School Board,Winters Independent School Board - District 1,2025-11-04,UnContested,3.6500000000,Won General,null,null
31283564946,Illinois,CITY,Town Council,Evergreen Park Village Board,2025-04-01,Contested,2.0600000000,Lost General,757.0000000000,9237.0000000000
31213788447,Illinois,CITY,City Council,East Moline City Council - Ward 1,2025-04-01,Contested,2.6700000000,Won General,159.0000000000,273.0000000000
32399063617,Oregon,LOCAL,Other,Northern Wasco County Parks and Recreation District Board - Position 1,2025-05-20,UnContested,5.0000000000,Won General,null,null
30483433804,Illinois,Local,School Board,school board,2025-04-01,UnContested,4.9900000000,Won General,null,null
29082303518,Illinois,LOCAL,Town Council,Champaign County: Newcomb Township Clerk,2025-04-01,UnContested,0.9600000000,Won General,null,null
29509838004,Illinois,LOCAL,School Board,Wauconda 118 School Board,2025-04-01,Contested,3.2400000000,Won General,1289.0000000000,9983.0000000000
29720412487,Illinois,LOCAL,Town Council,Madison County: New Douglas Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31079997053,Wisconsin,Local,Clerk/Treasurer,Treasurer,2025-04-01,UnContested,5.0000000000,Won General,null,null
31217305222,Illinois,LOCAL,Other,Decatur Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28971305999,Wisconsin,CITY,Mayor,Sturtevant Village President,2025-04-01,UnContested,4.9900000000,Won General,null,null
29347794846,Illinois,LOCAL,Town Council,Macoupin County: Hillyard Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29931131695,Illinois,LOCAL,School Board,Alton 11 School Board,2025-04-01,Contested,1.5200000000,Won General,382.0000000000,2536.0000000000
33787187510,Ohio,LOCAL,Town Council,Morgan County: Center Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,80.0000000000,226.0000000000
35135477868,Ohio,TOWNSHIP,Town Council,Athens County: Lodi Township Trustee,2025-11-04,UnContested,3.0700000000,Won General,null,null
31205827441,Illinois,LOCAL,Town Council,Lee County: Franklin Grove Township Council,2025-04-01,UnContested,4.9900000000,Won General,null,null
35255886648,Washington,CITY,City Council,Mill Creek City Council - Position 4,2025-11-04,Contested,1.6200000000,Lost General,970.0000000000,3139.0000000000
29641580312,Florida,CITY,Mayor,Belleair Bluffs City Mayor,2025-03-11,UnContested,4.9900000000,Won General,null,null
28005523254,Oklahoma,CITY,City Council,Bethany City Council - Ward 3,2025-04-01,Contested,3.4800000000,Lost General,297.0000000000,624.0000000000
30770102630,Oklahoma,LOCAL,School Board,Frontier School Board,2025-04-01,Contested,1.5800000000,Lost General,22.0000000000,212.0000000000
29691945522,Illinois,CITY,Town Council,Madison County: New Douglas Village Trustee,2025-04-01,Contested,3.6900000000,Lost General,59.0000000000,262.0000000000
35115863176,Ohio,LOCAL,School Board,Cuyahoga Falls City School Board,2025-11-04,Contested,2.8800000000,Won General,null,null
28261152269,Illinois,LOCAL,School Board,Kings 144 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28378249815,Illinois,LOCAL,School Board,Community 128 School Board,2025-04-01,Contested,4.6600000000,Won General,5662.0000000000,26185.0000000000
23252825402,Minnesota,LOCAL,School Board,Barnesville School Board,2024-11-05,Contested,2.6800000000,Won General,null,null
31342359658,Illinois,LOCAL,Other,Dixon Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29591187776,Wisconsin,CITY,City Council,Madison City Council - District 10,2025-04-01,Contested,2.9600000000,Won General,3107.0000000000,5882.0000000000
30641033504,Wisconsin,LOCAL,Clerk/Treasurer,La Crosse County: Burns Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
29308984929,Illinois,CITY,Town Council,Woodstock Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28767456770,Illinois,LOCAL,Utilities Commissioner,Barrington Public Library District Board,2025-04-01,Contested,3.9200000000,Lost General,2426.0000000000,17701.0000000000
28648866151,Illinois,LOCAL,Town Council,Lake County: Antioch Township Council,2025-04-01,UnContested,4.9900000000,Won General,null,null
31290444373,Missouri,LOCAL,School Board,Kansas City School Board - At Large,2025-04-08,Contested,1.6700000000,Lost General,2819.0000000000,20048.0000000000
31433927094,Wisconsin,LOCAL,Town Council,Kenosha County: Randall Town Board - Seat 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
28179034442,Illinois,CITY,Town Council,Carbon Hill Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
35624556165,Pennsylvania,TOWNSHIP,Other,Beaver County: White Township Tax Collector,2025-11-04,UnContested,1.1500000000,Won General,null,27.0000000000
30795450382,Colorado,Local,City Council,City council,2025-04-01,Contested,1.8800000000,Won General,2575.0000000000,11323.0000000000
31202222451,Illinois,LOCAL,Other,Chatham Area Library District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
32056521499,Texas,LOCAL,School Board,La Grange Independent School Board - Position 2,2025-05-03,UnContested,5.0000000000,Won General,null,null
28179040929,Illinois,LOCAL,School Board,Plano 88 School Board,2025-04-01,Contested,1.5200000000,Lost General,264.0000000000,1792.0000000000
29637717171,Missouri,CITY,City Council,Charlack City Council - Ward 2,2025-04-08,Contested,2.4700000000,Lost General,31.0000000000,79.0000000000
28322158249,Illinois,LOCAL,School Board,Ottawa 141 School Board,2025-04-01,UnContested,2.6900000000,Won General,null,null
25131371673,Texas,COUNTY,School Board,El Paso County Justice of the Peace - Precinct 7,2026-11-03,Contested,0.8000000000,Lost General,2458.0000000000,28791.0000000000
30692295465,Illinois,LOCAL,School Board,Beecher 200U School Board,2025-04-01,UnContested,4.9900000000,Won General,392.0000000000,1255.0000000000
29370527832,Oklahoma,CITY,City Council,Okemah City Council - At Large,2025-02-11,Contested,1.7900000000,Not on Ballot,null,null
29808529278,Wisconsin,LOCAL,Town Council,Dodge County: Lebanon Town Board - Seat 1,2025-04-01,Contested,3.8200000000,Lost General,196.0000000000,685.0000000000
34497669460,Colorado,CITY,City Council,Fountain City Council - Ward 1,2025-11-04,UnContested,2.7000000000,Won General,null,null
35270691072,Pennsylvania,CITY,Other,Loretto Borough Collector,2025-11-04,UnContested,1.3100000000,Won General,null,null
30451470164,Illinois,LOCAL,School Board,Northbrook/Glenview 30 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28000555589,Illinois,LOCAL,Town Council,Cook County: Wheeling Township Council,2025-04-01,Contested,2.8000000000,Lost General,251.0000000000,1544.0000000000
29354296905,Wisconsin,LOCAL,Sheriff,Rock County: Rock Town Constable,2025-04-01,UnContested,4.9900000000,Won General,null,null
34216836445,Texas,CITY,City Council,Horseshoe Bay City Council,2025-11-04,UnContested,3.8100000000,Won General,null,null
30680221488,Illinois,LOCAL,School Board,Will County 92 School Board,2025-04-01,Contested,1.2600000000,Lost General,470.0000000000,4761.0000000000
28960766050,Illinois,CITY,Town Council,McLean County: Saybrook Village Board ,2025-04-01,Contested,1.3700000000,Lost General,40.0000000000,339.0000000000
31416396204,Wisconsin,CITY,Mayor,Spring Valley Village President,2025-04-01,UnContested,4.9900000000,Won General,null,null
31125223248,Wisconsin,LOCAL,Clerk/Treasurer,Portage County: Buena Vista Town Clerk,2025-04-01,UnContested,4.9900000000,Won General,null,null
31014305024,Illinois,CITY,City Council,Highland Park City Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
33609225823,Washington,CITY,City Council,Quincy City Council - Position 2,2025-11-04,Contested,0.5400000000,Lost General,455.0000000000,980.0000000000
28151951972,Florida,CITY,Mayor,Belle Isle City Mayor,2025-03-11,Contested,1.2400000000,Won General,429.0000000000,756.0000000000
36778215281,North Carolina,CITY,Town Council,Kenly Town Council,2025-11-04,UnContested,2.7100000000,Won General,null,null
31250841374,Wisconsin,LOCAL,School Board,Phillips School Board - Area 2,2025-04-01,UnContested,1.7700000000,Lost General,807.0000000000,2478.0000000000
31061960580,Illinois,LOCAL,School Board,Schaumburg Community Consolidated 54 School Board,2025-04-01,Contested,4.3200000000,Won General,8306.0000000000,33987.0000000000
29709068051,Illinois,CITY,City Council,Collinsville City Council,2025-04-01,Contested,1.8100000000,Lost General,693.0000000000,5203.0000000000
34622123038,Ohio,CITY,City Council,Conneaut City Council - Ward 1,2025-11-04,UnContested,2.1200000000,Won General,null,null
28745012879,Illinois,LOCAL,School Board,Prairieview-Ogden Consolidated 197 School Board,2025-04-01,UnContested,3.5800000000,Won General,null,null
28842753595,Illinois,LOCAL,School Board,Creve Coeur 76 School Board,2025-04-01,UnContested,4.3200000000,Won General,null,null
23297242427,Minnesota,CITY,Mayor,Lonsdale City Mayor,2026-11-03,Contested,0.9000000000,Lost General,951.0000000000,2497.0000000000
28746653291,Illinois,LOCAL,School Board,Central 301 School Board,2025-04-01,Contested,3.0000000000,Lost General,874.0000000000,9163.0000000000
31414058106,Wisconsin,CITY,Town Council,Belleville Village Board,2025-04-01,Contested,3.9000000000,Won General,549.0000000000,2999.0000000000
34695167839,Washington,LOCAL,Other,King County Public Hospital District 2 Board - Position 5,2025-11-04,Contested,2.7900000000,Won General,null,null
33773563983,Ohio,LOCAL,Town Council,Hardin County: Dudley Township Trustee,2025-11-04,UnContested,3.0600000000,Not on Ballot,null,null
23480078373,Virginia,LOCAL,School Board,Smyth County School Board - Chilhowie,2025-11-04,Contested,2.1700000000,Not on Ballot,null,null
34732760474,Ohio,LOCAL,Town Council,Athens County: Carthage Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,null,null
30757124484,Illinois,LOCAL,School Board,Morris School Board 101,2025-04-01,Contested,1.0800000000,Won General,1822.0000000000,8745.0000000000
30109374724,Illinois,LOCAL,Other,Lake County: Avon Township Council,2025-04-01,Contested,3.9400000000,Won General,156.0000000000,745.0000000000
29352676528,Illinois,CITY,Town Council,Lombard Village Board - District 3,2025-04-01,Contested,3.9100000000,Won General,643.0000000000,1198.0000000000
30784067855,Alaska,County,City Council,Anchorage Assembly District 1 Seat L,2025-04-01,Contested,2.7700000000,Lost General,472.0000000000,5626.0000000000
29502805941,Illinois,LOCAL,Utilities Commissioner,Dundee Township Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31381139117,Wisconsin,LOCAL,School Board,Wauwatosa School Board - Seat 3,2025-04-01,Contested,2.7100000000,Lost General,7326.0000000000,20292.0000000000
30445524547,Illinois,LOCAL,School Board,Minooka School Board 111,2025-04-01,Contested,2.4200000000,Lost General,797.0000000000,5937.0000000000
31475158328,Illinois,CITY,Mayor,La Prairie Village President,2025-04-01,UnContested,4.9900000000,Won General,null,null
38846890024,Ohio,TOWNSHIP,Town Council,Hocking County: Salt Creek Township Trustee,2025-11-04,UnContested,3.0700000000,Won General,null,null
29639285156,Missouri,CITY,City Council,Grain Valley City Council - Ward 1,2025-04-08,UnContested,4.9900000000,Won General,null,null
28645050229,Wisconsin,LOCAL,School Board,Green Bay Area Public School Board,2025-04-01,Contested,1.2000000000,Lost General,15653.0000000000,92341.0000000000
30758871109,Illinois,CITY,City Council,Lockport City Council - Ward 3,2025-04-01,Contested,1.9100000000,Lost General,365.0000000000,876.0000000000
28244770820,Illinois,LOCAL,School Board,Darien 61 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29747373327,Wisconsin,LOCAL,School Board,Muskego-Norway School Board,2025-04-01,Contested,2.6100000000,Won General,7413.0000000000,19767.0000000000
30092325769,Illinois,CITY,City Council,Le Roy City Council - Ward 1,2025-04-01,Contested,1.7400000000,Won General,62.0000000000,108.0000000000
31516123662,Oklahoma,CITY,City Council,Spencer City Council - At Large,2025-04-01,Contested,1.6300000000,Lost General,2.0000000000,16.0000000000
32316724816,Texas,CITY,Town Council,Anderson Town Council,2025-05-03,UnContested,5.0000000000,Won General,null,null
31433707265,Illinois,CITY,Town Council,St. Joseph Village Board,2025-04-01,Contested,2.3700000000,Lost General,176.0000000000,1285.0000000000
28277606006,Oklahoma,LOCAL,School Board,Glencoe School Board,2025-04-01,Contested,3.5800000000,Won General,96.0000000000,173.0000000000
27989924270,Illinois,LOCAL,School Board,St. Charles 303 School Board,2025-04-01,Contested,3.2400000000,Won General,8170.0000000000,46094.0000000000
30760110109,Illinois,LOCAL,School Board,East Maine 63 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
